lfprt,educ,expr,age
0,7,10,35
0,7,8,37
0,10,9,36
0,11,2,21
0,8,12,41
0,7,6,18
1,12,9,32
0,7,9,30
0,6,3,25
0,7,5,18
1,11,8,19
0,8,4,48
1,10,12,35
0,6,0,44
0,11,4,42
0,8,12,48
1,6,8,19
0,5,11,40
1,0,13,20
0,7,8,36
1,9,9,21
0,2,10,40
1,6,12,18
1,11,7,25
0,2,8,47
0,6,7,30
1,11,11,18
0,6,7,33
1,11,11,18
0,2,2,44
0,14,4,39
1,13,8,26
1,6,10,18
1,5,11,18
0,8,9,42
0,5,5,30
0,12,11,51
0,10,2,35
1,6,13,19
1,13,9,18
0,5,9,32
1,9,7,23
0,7,4,39
1,10,8,23
0,6,9,39
0,10,4,32
0,6,1,25
0,8,8,35
1,9,10,25
1,11,11,33
0,8,5,23
0,4,5,37
0,13,6,36
1,10,7,18
0,9,7,35
0,8,4,33
1,6,7,18
1,13,11,18
0,8,8,29
1,10,11,34
1,7,9,22
1,10,11,27
1,9,12,18
1,11,9,34
1,7,14,30
0,5,3,43
0,10,8,41
0,6,6,30
0,7,10,40
0,5,9,38
0,7,8,28
0,10,9,36
0,4,9,21
0,5,9,25
0,10,10,39
1,6,13,29
0,6,7,42
0,7,6,37
1,9,14,18
1,8,9,22
0,5,7,20
0,5,9,26
0,7,7,32
0,7,6,29
1,9,11,18
1,5,14,33
0,9,1,29
0,3,5,32
1,9,9,28
1,1,18,26
0,3,9,31
1,8,13,26
1,7,12,28
0,11,8,38
0,10,1,24
1,10,7,20
0,8,5,44
0,8,10,52
1,4,12,18
0,10,6,37
1,16,5,24
1,8,9,28
0,12,3,47
0,6,13,40
0,4,9,29
1,13,8,26
0,9,-0,41
0,11,9,36
1,8,10,30
0,13,3,44
0,7,7,23
0,1,9,50
0,9,6,50
0,7,4,35
1,9,6,20
0,10,3,30
1,9,11,32
0,10,10,36
0,9,5,29
0,5,9,33
0,13,9,49
1,8,8,18
0,11,7,29
0,5,7,30
1,9,5,18
1,11,13,34
1,11,9,18
0,9,9,38
0,1,10,31
1,8,9,18
0,9,6,58
0,2,5,26
0,9,5,26
1,8,10,18
1,4,9,20
1,4,11,20
0,4,15,41
0,10,4,37
0,8,6,32
0,2,4,35
0,3,9,33
0,11,3,31
1,11,10,36
0,6,12,44
0,8,6,49
0,7,8,35
0,9,3,50
0,7,6,28
0,5,13,36
0,7,3,19
1,8,8,20
0,7,8,29
1,7,11,28
0,7,4,18
1,8,12,24
0,9,8,48
0,10,3,18
0,11,2,31
0,4,-0,22
1,11,8,28
0,8,10,33
0,13,7,57
0,4,11,31
1,5,14,19
0,7,4,41
1,11,8,29
0,12,9,38
0,6,9,32
0,7,9,34
1,12,12,30
0,9,5,23
1,14,12,25
0,3,6,42
0,12,3,19
1,10,7,22
1,13,7,25
0,12,8,39
0,13,6,43
0,8,2,27
0,9,9,38
0,5,5,40
0,5,8,27
0,8,5,37
0,4,9,43
0,9,2,24
0,1,6,23
0,7,3,32
0,4,9,34
0,12,2,42
1,10,10,19
0,11,10,58
0,8,6,29
1,4,12,28
1,5,8,18
1,7,8,21
0,3,8,24
1,8,15,36
0,8,4,32
0,5,9,26
1,10,9,30
0,8,10,45
0,6,7,45
0,9,8,29
1,7,13,22
0,8,6,26
0,7,7,42
0,10,9,35
0,7,6,32
0,4,4,31
0,9,4,30
0,4,6,32
0,2,4,23
0,6,6,44
0,12,8,50
0,5,-0,37
0,11,0,37
0,9,5,40
1,7,10,20
1,10,6,18
0,9,1,21
0,6,10,53
1,4,9,20
0,8,6,47
1,13,14,27
0,9,5,46
0,8,5,38
0,7,8,35
0,11,11,49
0,7,8,36
0,8,2,49
1,8,9,26
0,10,12,42
0,4,6,24
0,9,4,61
0,6,11,42
0,10,-0,20
1,7,12,27
0,8,9,51
1,8,6,18
0,6,10,34
0,2,5,24
0,9,8,28
1,11,10,34
0,3,8,18
0,9,2,18
0,4,9,49
1,10,11,18
0,12,5,42
0,8,5,28
0,6,6,35
0,11,5,27
0,8,5,26
0,6,8,33
0,5,8,24
0,8,10,45
0,3,5,40
1,7,12,31
1,10,7,20
0,7,6,29
0,9,8,33
0,8,8,35
1,10,11,37
0,4,7,26
0,7,3,42
0,6,7,46
0,9,7,47
0,2,10,32
0,9,4,27
0,5,9,25
0,9,9,32
0,8,7,30
0,4,7,40
0,8,11,37
0,6,5,20
0,5,7,24
0,5,6,22
0,4,6,38
0,5,6,31
0,6,9,32
1,6,11,30
0,6,4,44
1,8,6,18
0,8,5,37
0,10,6,49
0,6,12,43
0,10,5,52
0,3,5,37
1,10,8,26
0,5,8,38
0,6,7,46
0,6,4,27
0,6,6,34
1,7,12,25
0,8,5,26
0,5,10,26
0,7,5,25
0,7,8,37
1,10,9,18
0,11,11,41
0,5,11,38
0,8,3,34
1,12,10,29
0,6,5,30
0,12,1,44
0,4,10,41
1,5,13,21
0,7,6,25
0,8,9,33
0,8,7,46
0,9,7,31
0,2,2,33
0,8,4,18
1,10,8,22
0,2,5,18
1,11,7,21
0,6,4,44
1,8,9,18
0,10,4,20
0,11,12,45
1,9,8,27
1,8,7,18
1,11,10,24
0,5,4,21
1,8,11,20
0,3,6,31
0,3,8,23
0,1,9,36
0,6,8,31
1,6,9,24
0,7,9,35
0,5,9,33
1,8,8,18
1,7,11,30
0,5,4,23
0,11,9,45
0,6,6,23
0,3,7,34
0,6,9,45
1,13,10,33
1,6,9,20
1,9,10,32
0,1,9,18
0,4,8,26
1,10,10,18
0,4,5,43
0,7,4,37
0,8,6,36
0,9,8,30
0,10,10,41
0,5,7,27
1,9,15,40
1,12,10,33
0,2,13,37
0,6,7,32
0,10,6,39
1,8,11,30
0,6,4,33
0,5,8,44
0,5,7,41
0,4,9,27
0,7,12,37
0,6,8,44
0,8,11,37
0,-0,7,23
0,8,6,32
0,10,7,44
0,3,12,38
0,3,4,25
0,-0,5,36
0,8,4,47
1,8,8,19
1,8,11,22
0,5,5,18
1,9,14,30
1,13,9,22
0,3,5,26
0,7,7,34
1,8,7,18
1,14,11,24
0,13,7,50
0,11,2,47
0,7,10,40
1,12,10,30
0,5,8,25
0,5,8,20
1,6,13,18
0,5,3,47
0,3,7,18
0,3,7,50
0,5,8,41
1,11,12,31
0,9,11,44
0,10,6,30
0,9,9,37
0,5,5,31
0,3,6,38
0,9,10,34
1,9,10,23
1,8,11,26
0,6,5,21
