lfprt,educ,expr,age
0,11,4,47
0,8,10,46
1,10,8,23
0,4,7,41
0,5,9,32
0,11,6,32
0,8,5,38
1,11,9,33
0,10,7,30
1,5,9,21
0,9,3,21
1,12,8,30
0,7,3,47
1,10,11,29
0,9,3,52
1,9,10,29
0,13,5,28
0,1,4,39
0,4,4,33
0,5,8,21
0,7,6,22
0,5,5,30
0,6,9,41
0,9,8,51
0,4,3,20
1,4,12,25
0,7,2,24
0,7,7,36
0,13,5,32
1,9,9,28
0,9,8,35
1,8,8,18
1,-0,13,18
0,4,7,18
0,3,2,23
0,4,9,39
0,10,6,24
0,8,5,20
0,9,10,47
0,4,7,33
0,9,4,23
0,8,4,29
0,8,11,36
1,11,9,21
0,5,7,22
1,7,10,18
0,4,4,39
1,10,7,20
1,11,9,18
0,6,9,30
1,8,10,18
0,9,7,34
0,4,9,24
0,12,9,59
1,2,13,26
1,10,8,25
0,8,5,30
1,12,12,38
0,6,3,18
0,7,9,32
0,7,3,43
1,7,13,19
0,6,4,28
0,3,12,32
0,7,5,28
0,7,8,27
0,9,10,34
0,7,9,30
0,4,6,39
0,5,7,32
0,7,7,39
0,9,9,45
0,3,6,25
0,10,-0,45
0,5,7,20
1,7,10,18
0,3,5,28
0,1,3,18
0,8,7,41
0,10,3,30
1,11,10,27
0,1,16,37
0,7,9,42
0,10,6,36
0,5,8,36
0,11,5,35
0,2,7,30
0,5,7,28
1,5,11,20
1,6,9,18
0,8,7,29
0,7,10,36
1,4,9,18
0,10,11,41
0,7,6,18
0,10,8,30
0,6,1,18
0,6,7,37
1,8,7,21
0,5,9,25
0,7,7,31
0,7,5,18
0,7,6,30
1,8,10,18
0,5,6,37
0,12,8,44
1,8,9,25
0,9,11,42
0,1,11,38
0,14,7,42
1,9,13,29
0,7,7,37
0,3,5,32
0,5,7,35
0,6,-0,47
0,6,5,33
0,5,4,34
0,9,1,58
0,-0,13,25
0,5,6,42
0,7,8,33
0,3,8,18
1,11,13,18
0,7,6,45
1,9,7,18
1,5,10,18
0,3,7,19
1,10,10,25
1,10,6,23
0,4,2,23
0,11,5,32
0,7,12,51
0,12,11,47
0,12,2,26
1,9,7,24
0,6,1,44
0,9,4,45
0,10,10,43
0,7,7,34
0,12,9,44
0,2,4,36
1,9,8,26
0,6,2,34
1,7,9,22
1,9,9,18
1,11,10,30
