lfprt,educ,expr,age
1,10,18,44
0,7,8,28
1,8,8,24
0,8,9,30
1,13,6,25
0,11,8,33
0,11,5,44
0,9,8,42
0,11,5,39
0,2,3,31
0,5,6,31
1,8,14,32
0,8,12,51
0,11,8,46
0,7,5,18
0,14,2,25
0,3,6,28
0,9,7,40
0,9,6,36
1,8,9,27
1,9,12,26
1,12,9,23
0,6,10,29
0,3,9,47
0,10,3,45
0,5,8,32
0,9,9,39
0,8,2,40
1,11,8,22
1,8,10,22
0,11,1,19
0,10,7,38
0,5,8,27
1,11,10,36
0,5,13,48
0,10,8,42
0,9,7,26
1,7,8,18
0,7,10,39
0,4,-0,35
0,6,5,32
0,7,11,41
0,9,9,33
0,14,9,42
0,4,10,39
1,13,7,22
0,12,1,18
1,8,14,18
0,3,6,43
0,9,4,30
0,5,6,35
1,8,8,25
0,3,7,38
0,3,8,35
0,3,8,33
0,4,8,35
1,7,11,24
0,11,8,43
1,13,11,28
0,6,7,48
0,11,6,37
0,9,8,30
0,3,9,38
0,8,8,28
0,6,9,26
0,2,6,44
1,6,13,26
0,6,11,37
0,8,3,42
0,7,4,19
0,4,2,25
0,7,6,47
0,7,4,31
0,7,6,29
1,9,13,27
0,3,9,36
1,5,10,18
1,12,5,23
0,9,10,58
0,8,11,43
0,8,5,29
0,7,6,24
0,10,6,28
0,5,10,33
0,5,5,32
1,8,8,25
0,8,7,26
1,8,14,18
0,6,8,29
0,5,9,44
0,10,4,23
1,10,11,28
0,10,5,22
0,10,8,38
0,5,3,32
0,6,6,41
0,7,5,18
0,14,5,40
0,8,7,26
0,10,8,39
1,9,12,28
0,4,4,42
0,4,2,29
0,5,4,37
0,8,5,24
0,5,8,41
0,8,6,33
1,9,18,37
1,7,7,18
1,9,9,28
0,7,6,32
0,9,9,31
0,2,7,52
0,9,2,32
0,11,6,31
1,4,14,20
0,8,8,27
0,7,11,43
0,6,9,31
0,9,3,33
0,5,11,34
0,8,10,35
0,1,3,52
0,10,5,40
0,12,6,34
0,3,4,34
1,16,8,34
0,6,10,37
0,9,10,39
0,8,2,35
1,10,6,23
0,5,2,49
1,11,13,39
0,11,6,33
1,4,9,18
0,9,8,35
0,9,10,34
0,6,10,36
0,-0,5,18
0,9,7,26
0,10,8,37
0,11,2,37
0,8,12,46
0,9,5,29
0,4,10,24
0,6,10,30
1,5,8,18
0,12,8,36
1,3,12,23
1,14,11,36
1,12,5,23
0,9,5,28
1,7,15,37
0,5,6,33
0,2,4,30
0,7,6,33
0,-0,7,18
1,14,8,19
0,3,6,26
0,7,8,31
1,10,7,25
1,6,10,18
1,10,13,39
1,12,4,18
1,11,8,22
1,11,10,26
0,8,9,39
1,11,9,18
1,11,10,18
1,8,9,18
0,6,4,26
0,8,3,39
1,6,7,18
0,5,12,39
1,12,6,24
0,6,8,34
0,4,6,18
0,6,3,22
0,6,11,31
0,3,10,25
0,3,7,45
1,12,6,18
0,7,10,35
0,12,3,25
0,7,7,36
0,8,9,38
0,3,5,18
0,7,7,26
1,12,10,27
0,3,11,36
1,8,9,20
0,12,7,48
0,8,8,31
0,10,5,33
0,1,13,31
0,9,7,28
0,6,6,26
1,11,10,23
0,7,7,24
0,6,10,32
0,5,6,42
1,3,11,18
0,2,9,29
0,7,8,28
1,14,6,18
0,9,1,18
0,6,4,30
0,6,9,28
0,7,5,27
0,9,1,35
0,2,9,33
0,7,6,28
1,12,11,24
1,7,10,22
0,3,7,29
0,8,6,27
0,12,5,26
0,4,11,28
1,8,8,21
1,9,11,22
1,9,9,22
1,11,11,31
0,4,9,42
0,3,10,47
0,8,10,36
0,7,0,18
1,8,6,18
0,9,6,34
0,6,4,24
0,13,7,37
0,9,6,33
1,12,11,39
0,8,6,32
0,2,2,44
1,7,13,20
0,7,7,43
0,13,3,27
0,8,3,45
0,2,7,18
0,9,9,37
0,6,3,21
0,5,7,18
1,8,8,25
1,8,13,24
0,8,6,27
0,8,6,38
0,3,7,29
1,7,14,39
0,5,6,41
0,10,5,25
0,9,8,40
1,7,8,18
1,9,10,18
1,8,8,18
1,5,11,28
0,7,7,44
0,7,9,37
0,7,10,30
0,6,7,26
0,8,12,38
1,11,11,24
0,9,6,25
0,6,11,47
1,10,10,20
0,6,4,43
1,4,11,25
0,2,3,18
0,6,7,44
0,9,6,44
1,8,7,18
0,3,6,46
1,10,6,18
1,12,10,23
1,8,8,22
0,4,10,35
0,5,10,26
1,6,11,20
0,12,6,33
0,13,6,33
1,6,9,22
0,11,8,32
0,4,12,41
0,9,9,45
1,7,8,19
0,3,8,37
0,4,4,30
0,8,7,27
0,9,10,38
0,8,9,31
0,5,7,23
1,9,13,21
0,3,2,19
0,6,5,22
1,10,8,26
0,5,11,49
1,12,9,29
0,8,6,29
0,7,9,33
0,4,8,18
0,12,1,23
0,6,5,27
0,5,8,51
1,6,8,18
0,9,3,41
1,11,8,31
0,-0,6,22
0,7,2,23
0,10,7,34
1,8,6,18
1,9,6,18
1,6,9,19
0,1,8,18
0,4,8,18
0,5,7,37
0,5,2,38
1,7,12,32
0,-0,6,24
1,7,10,19
1,2,10,18
1,13,9,24
0,9,9,33
0,7,7,25
1,12,12,40
0,6,2,30
0,9,7,26
1,6,10,26
0,5,8,33
0,8,12,46
0,1,7,36
1,12,11,38
0,9,4,18
0,7,4,46
0,7,9,34
0,8,5,38
1,12,5,18
0,8,5,42
0,2,8,18
0,10,5,46
0,6,8,25
0,10,8,37
1,8,8,19
0,6,8,33
1,12,6,22
0,4,8,18
0,6,7,43
0,5,3,41
1,10,14,26
1,10,7,23
1,10,8,26
0,5,10,28
0,6,9,28
1,8,9,18
1,8,12,23
0,7,9,32
1,11,10,21
0,6,5,18
0,2,10,20
0,4,7,32
1,11,10,26
1,12,8,20
0,10,4,47
0,10,10,44
0,4,11,34
1,10,9,26
0,8,3,33
0,5,4,38
1,11,11,27
1,9,10,18
0,8,5,32
0,8,8,48
1,11,7,26
0,5,4,23
1,10,12,22
0,6,6,50
1,12,7,30
0,0,4,18
0,7,5,27
0,6,8,45
0,12,4,41
0,5,5,30
1,11,15,40
1,10,11,34
0,10,-0,21
0,6,5,39
1,10,12,18
0,7,5,44
0,4,6,37
1,13,10,36
1,7,9,22
0,9,8,28
0,10,7,35
0,9,9,54
0,7,8,26
1,8,8,21
0,4,8,43
1,8,6,19
1,8,6,18
0,8,7,39
0,9,8,29
0,6,4,29
1,14,8,37
0,6,4,21
0,5,3,18
0,11,5,44
0,1,10,33
0,11,7,37
0,13,4,42
0,5,7,31
0,4,9,28
0,4,7,18
1,7,12,25
0,-0,9,20
1,10,5,18
0,12,7,34
0,10,9,49
0,5,10,42
1,10,6,18
0,2,6,47
0,10,4,21
0,6,6,37
1,8,8,23
0,5,7,40
0,3,5,31
1,8,10,30
1,8,16,29
0,8,5,26
1,13,5,24
0,6,7,28
0,12,6,36
0,10,4,18
0,5,9,25
0,5,12,34
0,3,5,31
0,13,4,48
1,10,10,25
0,6,5,24
0,7,8,48
0,7,10,42
0,5,14,38
1,7,12,18
0,9,3,27
0,5,10,35
0,10,7,39
0,11,6,27
1,15,12,33
0,8,7,36
0,7,4,37
0,12,7,33
0,5,6,30
0,7,0,34
0,3,4,40
0,2,8,29
0,7,11,33
0,7,10,40
1,10,8,20
0,8,2,28
1,12,9,31
1,12,6,26
1,13,9,29
0,4,10,33
0,13,7,35
1,4,13,26
0,4,8,18
1,13,11,33
0,7,10,32
0,2,3,28
0,12,7,46
0,3,7,30
1,12,12,30
0,12,1,49
1,7,11,25
0,8,7,26
0,7,9,40
0,4,10,38
1,11,14,39
0,3,12,33
0,10,12,55
1,9,13,24
0,7,7,40
1,8,9,28
1,10,6,21
1,6,10,23
0,7,6,53
0,8,6,27
0,3,13,39
1,8,11,22
1,7,13,36
0,5,6,34
0,3,12,34
0,6,8,36
1,9,8,22
1,8,11,20
0,4,8,35
0,9,7,31
0,7,6,34
0,11,9,44
1,5,14,26
0,6,7,28
0,10,10,41
1,12,8,25
0,7,7,35
0,6,6,36
1,10,6,18
0,4,1,33
0,6,6,48
1,14,5,18
1,4,12,23
1,10,5,19
0,3,9,28
1,10,6,18
0,8,8,30
0,5,4,34
0,6,5,29
0,6,7,31
0,7,5,19
0,6,4,35
0,6,7,28
0,13,10,44
0,6,6,34
1,16,5,22
0,11,4,40
0,8,5,43
0,8,8,33
0,7,7,32
0,7,8,29
1,7,7,18
0,11,7,29
0,7,10,35
0,9,7,26
1,9,8,23
1,8,6,18
1,7,7,18
1,10,7,19
0,7,3,23
0,6,5,34
0,10,4,51
0,3,7,44
0,6,8,45
0,6,8,43
0,7,3,39
0,10,12,43
1,10,10,26
0,8,8,28
0,4,12,40
0,6,6,26
0,7,5,38
0,9,8,39
0,7,9,29
0,6,8,38
1,10,10,21
1,6,9,24
1,4,9,18
0,10,8,33
0,7,5,27
0,13,3,37
1,9,8,27
0,10,7,28
0,6,11,38
0,7,5,44
0,10,8,39
0,7,5,24
0,3,2,35
1,10,10,27
0,8,4,26
1,8,9,25
0,7,5,28
0,3,1,44
0,6,6,27
1,15,14,27
0,5,7,39
1,13,12,40
1,10,10,29
0,4,10,29
0,10,12,42
0,6,6,36
0,4,6,29
1,10,10,27
0,9,7,44
0,10,6,28
1,9,9,18
0,7,8,37
1,5,11,23
1,13,7,18
0,4,8,22
1,3,10,18
0,8,8,39
0,11,2,27
1,9,11,18
0,8,7,50
0,5,7,27
0,9,3,26
0,9,3,36
0,10,5,37
0,11,8,36
1,5,8,18
0,6,6,38
1,8,9,22
0,10,5,37
0,4,8,42
0,10,7,46
0,2,5,39
0,6,11,43
0,6,8,32
0,11,8,45
1,4,9,19
1,9,14,20
0,11,6,36
0,6,3,18
0,11,6,35
0,13,4,45
0,7,5,25
1,7,13,33
0,2,6,28
0,7,7,26
1,6,14,37
0,11,6,37
0,6,8,26
0,4,9,29
1,12,8,21
0,6,8,27
0,8,3,30
0,13,6,37
0,4,8,18
0,6,7,50
0,5,9,47
0,11,9,40
0,2,8,26
0,7,6,38
0,9,4,40
0,9,6,44
0,6,1,27
0,5,8,29
0,8,6,51
0,4,12,36
1,6,10,18
0,8,3,37
0,0,5,36
0,10,9,38
0,9,7,31
0,6,3,38
0,-0,5,32
0,6,2,42
0,1,14,34
0,4,8,33
1,7,13,32
1,12,11,23
0,8,4,54
0,7,11,34
0,8,7,34
0,6,8,27
0,4,3,30
0,8,9,37
1,7,12,35
0,9,4,24
0,6,5,31
0,4,8,18
0,2,9,20
0,4,10,27
0,8,10,34
0,4,7,39
0,7,7,51
1,12,11,24
1,11,4,18
0,12,8,46
0,12,8,39
0,4,6,41
0,5,14,39
0,11,7,42
0,1,11,26
0,9,7,26
1,10,10,29
0,6,6,21
0,6,9,29
0,4,9,42
1,9,11,30
0,5,6,37
1,10,11,30
0,5,-0,20
0,7,12,40
0,12,5,26
0,7,3,20
1,8,10,20
0,9,8,36
0,3,8,20
0,11,5,42
0,13,4,30
0,10,5,30
0,9,7,31
0,9,8,39
1,14,10,21
1,12,12,30
0,5,8,44
1,10,11,34
1,11,11,31
0,7,4,32
1,14,6,19
0,8,4,29
0,10,8,37
0,9,3,46
1,13,11,26
1,10,9,23
1,9,8,24
0,6,3,30
0,13,4,41
0,4,12,34
0,7,8,37
1,10,7,18
0,9,6,28
0,8,6,41
1,13,11,25
0,3,12,32
1,11,9,20
1,8,11,18
1,6,13,31
0,4,10,28
0,14,4,47
0,5,6,35
0,5,9,28
1,8,8,25
0,7,6,32
0,8,8,32
0,10,2,43
0,5,7,45
0,1,9,34
0,6,8,42
0,9,5,27
0,5,5,39
1,3,14,29
1,8,11,18
1,7,10,25
0,9,8,39
0,8,8,39
0,10,7,35
1,8,9,21
0,2,9,38
0,7,2,26
0,5,11,32
1,11,5,22
0,6,6,35
0,4,9,38
0,5,5,33
0,6,5,34
0,7,13,45
0,-0,11,30
1,9,10,20
0,8,9,35
0,11,9,46
0,8,12,43
0,6,3,51
0,3,9,26
0,13,3,21
0,11,9,35
0,7,10,37
1,6,7,18
1,6,13,34
0,7,10,37
0,-0,6,36
0,10,7,34
0,4,4,29
0,12,3,39
1,12,8,26
0,4,6,35
1,5,11,28
1,7,10,28
0,10,2,27
1,8,11,21
0,12,3,40
1,8,8,22
1,5,11,24
1,9,5,18
0,7,7,23
0,9,7,25
0,5,3,35
0,4,7,27
0,2,4,46
0,9,10,37
1,9,6,18
0,7,7,43
1,10,7,18
