lfprt,educ,expr,age
1,4,10,18
1,11,8,27
0,6,12,44
1,7,8,18
0,5,7,29
0,4,9,27
0,6,6,28
0,4,5,30
0,6,9,40
1,6,9,18
0,6,6,20
0,6,7,38
1,7,8,21
1,9,13,24
1,6,12,24
0,6,8,27
0,6,4,49
1,6,8,18
1,9,6,18
0,7,8,49
0,8,10,37
1,6,8,20
0,13,7,36
0,10,4,18
0,10,10,40
0,7,9,49
0,9,7,39
0,7,4,44
0,9,10,48
0,5,5,22
0,3,4,18
1,11,10,31
0,2,9,49
0,11,7,33
0,7,6,25
0,6,7,31
0,10,9,33
0,5,7,22
1,10,11,29
0,10,6,39
0,8,6,25
0,5,0,26
1,8,10,18
0,9,12,43
0,5,5,37
1,2,10,18
0,7,10,43
1,8,8,18
0,7,2,41
1,10,10,34
0,9,12,42
0,2,7,19
0,4,4,31
1,8,12,26
1,11,11,29
1,4,9,18
0,8,5,30
0,7,8,41
0,9,8,29
0,9,4,38
0,10,4,29
0,9,0,28
0,5,7,30
0,3,10,29
0,6,8,36
0,10,5,30
0,12,5,31
1,12,11,32
1,9,11,32
1,8,12,30
0,5,5,42
0,8,9,31
0,7,10,47
1,15,9,34
0,4,3,31
0,5,7,43
1,2,18,27
1,5,9,18
0,11,7,53
0,4,14,50
0,14,5,52
0,6,5,34
0,4,7,18
1,5,9,21
0,4,3,18
0,3,4,18
0,5,8,39
1,9,9,21
0,9,3,41
1,7,10,25
0,1,10,36
0,8,2,41
0,8,6,33
0,11,3,40
0,10,8,36
0,1,7,18
0,5,9,41
0,10,8,36
0,-0,7,28
0,6,10,29
0,6,8,41
0,4,9,27
1,5,8,18
0,4,11,44
0,4,6,19
0,3,10,42
0,7,10,32
0,8,4,37
0,5,6,46
0,8,9,51
0,6,9,26
1,13,7,32
1,13,9,34
0,6,6,23
1,6,13,26
0,6,6,23
1,7,13,29
1,5,11,23
0,11,8,51
1,4,10,18
0,4,4,29
0,8,6,26
0,6,4,29
1,8,9,24
0,7,9,42
0,4,6,39
0,8,6,33
0,7,9,30
0,9,4,54
0,5,7,22
0,9,6,32
1,12,7,28
0,5,7,26
0,12,5,27
0,8,6,23
0,11,6,32
0,6,7,28
1,14,6,24
0,9,6,42
0,8,5,40
0,3,3,51
0,10,8,33
1,11,10,27
0,5,4,18
0,5,8,21
0,8,8,32
1,12,6,20
0,9,2,52
0,5,10,27
0,11,5,49
0,8,4,21
0,6,9,50
0,12,7,42
0,8,4,26
0,8,8,31
0,6,2,24
1,12,10,21
1,6,8,18
0,2,7,41
0,6,5,44
0,3,8,24
1,7,10,21
0,13,5,47
0,7,10,31
0,9,5,25
0,12,9,37
1,8,10,26
0,7,5,43
0,6,8,32
0,7,7,29
1,15,8,26
0,5,5,20
0,1,11,41
0,8,5,50
0,11,6,30
0,6,8,30
0,4,5,18
1,9,10,18
1,9,12,21
0,2,10,29
0,9,8,48
0,5,11,34
1,13,10,18
0,10,7,28
0,8,8,34
1,5,13,23
0,7,2,42
0,3,3,27
0,6,6,38
0,8,7,49
1,12,10,34
0,6,11,35
1,10,9,26
0,5,4,20
1,10,6,22
1,11,11,36
0,6,5,28
1,8,10,19
0,6,11,33
0,6,5,29
1,9,12,39
1,16,9,38
0,10,7,42
0,9,12,41
0,8,7,26
0,6,4,19
0,3,6,21
0,8,9,42
1,12,9,36
0,5,4,21
0,8,4,43
0,7,9,46
1,12,8,18
0,6,1,39
0,12,10,47
1,8,9,26
0,10,2,36
1,5,11,18
1,6,10,27
0,4,5,18
1,5,8,18
0,8,11,56
1,7,10,27
0,5,11,33
0,12,6,33
0,6,8,27
0,8,8,46
0,4,11,49
1,7,11,22
1,9,11,29
0,5,7,37
1,8,7,18
0,7,3,18
0,5,7,23
0,10,5,36
0,8,10,33
0,5,5,21
1,6,7,18
0,8,4,32
0,2,3,32
0,5,9,51
0,8,5,27
1,8,9,23
0,8,4,22
0,6,6,46
1,9,8,18
0,6,9,33
0,9,8,29
0,4,2,19
0,13,-0,22
0,6,11,52
0,6,4,20
0,5,4,25
0,4,4,29
0,11,6,51
1,5,9,19
0,7,8,27
0,8,10,47
0,10,7,27
1,14,12,36
1,8,11,30
0,4,7,31
1,16,5,19
0,6,6,18
0,6,6,36
0,4,8,44
0,1,9,35
0,8,9,31
0,7,8,30
1,12,13,18
0,6,8,38
0,9,9,36
1,13,5,19
1,9,14,31
0,8,9,32
1,8,7,19
0,7,7,48
1,9,6,18
1,7,12,18
0,5,4,18
0,8,10,39
0,7,4,33
0,11,2,36
0,2,2,18
0,5,11,32
0,4,9,31
0,9,8,42
0,6,9,31
0,8,8,34
1,12,13,41
0,10,8,38
1,7,9,23
0,4,4,33
0,14,9,41
0,6,2,35
0,5,10,34
0,12,9,38
0,5,5,33
0,5,9,30
0,6,3,28
0,8,12,51
0,9,3,28
0,5,8,27
0,9,3,20
1,5,10,24
0,1,6,46
0,8,8,27
0,8,13,41
1,13,8,21
0,7,1,28
0,11,4,20
0,12,4,30
0,5,5,22
1,10,8,28
1,10,12,26
0,6,11,36
0,8,7,27
0,4,1,18
0,8,7,26
0,8,6,26
1,11,11,27
1,8,8,18
0,12,5,38
1,5,9,22
0,0,5,28
1,13,11,26
0,10,10,41
1,11,9,33
0,5,8,22
0,4,8,37
0,5,1,37
0,7,6,18
1,8,10,25
0,6,5,32
0,11,3,43
0,6,9,41
1,8,8,25
0,1,3,40
1,9,10,27
1,9,5,18
0,6,11,35
0,6,9,36
0,7,8,28
0,3,7,39
1,8,9,20
0,0,6,27
0,10,9,40
0,9,5,32
0,7,4,38
0,9,6,39
1,6,7,18
0,7,10,40
0,11,10,38
0,6,8,23
0,9,2,22
0,6,9,25
0,5,8,36
0,9,4,19
1,11,8,23
0,11,6,40
0,5,7,19
1,14,5,18
1,9,8,18
1,10,9,28
0,9,6,37
0,6,9,28
0,4,5,26
0,11,7,30
1,9,20,18
1,6,14,26
0,8,6,23
0,3,10,47
0,7,9,35
0,7,5,34
0,6,8,39
0,9,8,31
0,5,5,33
0,10,9,38
0,9,5,19
1,6,16,35
0,5,10,35
0,7,7,21
0,11,6,37
1,10,12,25
0,10,5,37
1,5,12,27
1,7,7,18
0,0,10,35
0,10,6,36
0,12,6,32
0,6,8,33
0,5,5,22
0,9,8,31
0,4,7,36
0,7,9,32
1,10,12,32
0,3,7,18
1,11,10,20
0,7,8,50
0,7,4,18
1,10,8,18
0,4,3,26
0,6,11,38
0,10,3,21
1,9,8,27
1,10,7,22
0,8,7,30
1,8,11,28
1,4,9,19
1,12,11,20
0,6,8,45
0,6,6,31
0,13,4,25
1,12,8,27
0,3,4,25
1,14,7,31
0,12,5,29
0,4,9,32
0,7,5,18
1,6,13,35
1,10,11,22
0,5,7,34
0,10,7,44
0,9,8,36
0,5,9,32
1,8,9,25
0,5,5,25
0,4,10,35
0,4,6,51
0,12,5,28
0,5,8,25
1,10,8,21
1,5,8,18
0,7,6,39
1,5,10,20
0,8,7,38
0,7,4,33
0,8,4,24
0,14,2,37
0,1,9,40
0,6,9,26
0,7,2,25
0,4,5,24
1,4,10,18
0,7,6,37
0,7,6,37
1,10,13,42
1,11,10,25
0,8,7,24
0,5,6,18
0,9,3,23
0,3,6,29
1,6,8,18
0,10,9,44
0,8,6,38
0,1,13,39
0,6,5,24
0,7,8,29
0,8,6,30
1,8,10,26
1,10,9,18
0,8,2,33
1,9,12,32
1,15,10,33
0,11,9,41
0,6,3,32
1,6,10,26
0,6,4,28
0,8,3,60
0,10,7,34
1,12,5,22
0,5,11,41
0,6,11,35
0,5,7,48
1,12,13,33
1,12,10,27
0,8,8,31
0,7,5,41
0,5,8,21
0,1,2,33
0,9,10,40
1,10,11,23
1,10,7,26
1,8,8,20
0,9,5,31
0,11,3,46
1,6,10,21
0,10,10,60
1,9,9,25
0,5,4,32
1,5,9,18
0,3,8,20
0,8,2,20
1,7,13,26
1,5,15,18
0,11,10,43
0,8,9,44
0,9,8,33
0,6,4,37
1,11,10,18
1,15,4,21
0,6,7,34
0,7,4,35
0,10,4,44
0,9,9,40
0,-0,6,26
0,5,6,36
0,8,5,20
1,8,13,32
0,4,10,24
0,7,6,37
1,8,13,26
0,2,7,32
0,7,5,34
0,2,7,27
1,1,11,18
0,3,8,39
1,8,9,19
0,9,12,41
0,8,6,32
0,0,6,22
1,8,13,27
1,8,11,20
0,8,5,18
1,11,10,35
1,9,10,27
1,14,11,18
0,9,7,27
0,5,7,32
1,11,16,32
1,12,12,29
0,6,7,28
1,11,7,20
0,12,6,44
0,6,7,35
0,12,4,39
0,8,3,23
1,7,9,18
0,3,3,23
0,5,4,28
0,2,10,20
0,7,5,42
1,13,10,36
1,8,9,18
0,6,2,18
1,9,10,18
1,9,10,29
1,8,11,20
1,8,13,33
0,4,6,35
0,6,7,48
0,11,5,30
0,7,5,35
0,9,8,30
0,8,4,27
0,6,7,23
1,9,6,18
0,5,8,45
0,4,10,27
0,10,0,30
0,7,9,41
1,6,10,18
1,11,6,23
0,11,12,48
0,6,3,28
0,7,7,31
0,4,6,25
0,4,10,32
0,6,6,29
0,4,1,39
0,11,5,38
0,0,11,32
0,10,10,37
1,8,10,18
0,10,5,21
0,11,9,48
0,14,5,40
0,8,8,39
0,3,16,41
0,8,6,38
0,8,12,41
0,8,10,38
0,7,5,26
0,9,3,47
0,5,11,42
0,8,5,44
0,6,9,46
1,8,10,29
0,4,8,30
0,7,7,29
1,5,8,18
0,4,6,48
0,2,9,38
0,6,13,49
0,4,12,31
0,11,10,47
0,3,8,36
1,11,8,21
0,8,9,33
0,7,6,41
0,7,8,41
1,16,4,27
0,6,6,52
0,7,6,33
1,11,11,21
0,4,5,43
0,7,5,29
1,6,10,21
1,12,7,27
0,4,10,44
1,8,8,21
0,8,8,29
0,8,10,32
0,7,6,41
0,8,11,39
0,4,6,31
1,7,9,21
0,2,12,33
1,6,11,27
0,9,7,41
0,8,6,38
1,5,8,19
1,10,9,32
0,4,8,26
0,2,11,27
1,10,11,19
0,4,3,18
0,6,8,30
0,10,3,23
0,2,11,24
0,6,4,44
0,6,10,37
0,6,13,45
0,7,10,30
0,0,5,46
1,5,14,36
1,9,11,30
1,10,8,19
0,13,6,37
0,3,6,27
0,3,8,20
0,4,12,39
0,6,9,32
0,11,6,41
0,9,6,23
1,9,15,36
0,8,4,33
0,8,5,18
0,5,11,35
1,9,7,21
0,3,11,34
0,10,4,44
0,4,5,23
0,4,3,43
0,3,2,37
0,4,8,18
0,6,5,24
1,6,14,24
0,5,1,22
0,2,9,30
0,4,9,42
0,3,10,40
0,10,7,28
0,4,8,25
0,11,7,41
0,7,6,29
0,7,9,30
0,9,5,29
0,6,7,30
1,7,9,18
0,11,10,41
0,5,7,28
0,11,5,23
1,11,9,25
0,4,7,50
1,13,6,27
0,11,5,33
0,10,4,18
0,7,5,26
0,7,5,37
0,9,6,31
1,9,11,36
1,15,5,24
0,5,8,27
0,7,9,33
0,10,6,32
0,9,3,19
0,4,12,39
0,6,10,63
1,8,10,24
0,11,6,38
1,8,11,18
1,14,9,38
0,7,4,42
0,8,5,28
0,6,11,34
0,6,1,35
0,10,6,45
0,8,11,39
0,4,6,41
0,10,3,30
0,6,6,21
0,4,9,30
1,10,9,26
0,3,7,35
0,4,6,52
1,7,14,34
0,6,10,34
0,9,5,33
0,-0,7,27
1,8,9,18
0,5,1,48
1,15,7,25
0,10,6,34
0,5,8,34
0,6,6,19
1,7,15,41
1,13,9,31
0,6,8,22
1,9,11,34
1,8,10,18
0,8,9,33
0,5,6,33
0,8,2,27
1,8,12,21
0,10,4,36
0,12,2,36
0,11,6,38
0,9,-0,36
0,9,2,32
0,7,2,26
0,7,8,33
0,7,5,28
1,7,8,18
0,9,8,37
0,10,6,39
0,9,5,33
0,11,15,56
1,9,10,18
1,4,12,26
0,7,8,30
0,6,7,22
0,11,7,51
0,10,-0,28
0,2,7,39
0,5,9,46
0,4,4,20
0,8,8,41
0,8,9,42
1,10,7,18
0,11,5,37
0,8,9,36
0,9,3,18
0,3,10,43
0,6,10,38
0,7,6,35
0,10,-0,28
0,10,9,40
0,6,12,52
0,2,5,39
1,6,12,30
0,7,9,34
0,6,2,26
0,9,11,47
0,7,10,37
0,5,7,33
0,9,3,40
0,7,5,28
1,15,11,33
1,13,3,19
0,5,5,21
1,10,10,28
0,8,5,18
0,4,11,39
0,8,8,27
1,7,15,30
0,7,8,29
0,6,10,36
1,10,8,25
0,8,9,35
0,7,8,34
0,6,8,50
1,11,10,19
0,8,7,47
1,6,8,18
1,16,9,24
1,15,8,31
1,10,10,18
1,7,9,18
0,2,10,42
0,13,9,43
0,7,8,28
1,8,8,18
0,4,9,36
0,10,10,40
0,9,4,29
0,7,6,36
0,10,8,53
0,6,7,23
0,8,9,34
0,8,4,61
0,13,3,23
1,9,11,27
0,10,3,37
0,12,7,40
0,4,5,54
