lfprt,educ,expr,age
0,3,8,39
1,6,11,20
1,12,14,29
1,11,11,34
1,8,10,30
0,9,9,37
0,10,3,36
0,7,7,31
0,6,4,20
0,7,6,41
1,11,9,32
0,10,13,49
0,10,-0,32
0,6,4,38
0,11,8,44
1,5,15,18
0,5,1,43
1,7,7,20
0,3,7,53
1,7,12,20
1,7,8,21
0,2,6,25
0,6,3,21
0,11,5,26
0,5,11,30
1,12,10,21
0,5,7,46
0,7,3,18
1,7,12,33
0,9,6,38
1,5,9,18
0,7,9,33
1,7,10,21
0,10,7,35
1,2,14,29
0,10,8,35
1,7,10,27
1,10,8,24
0,7,3,52
0,6,5,36
0,2,6,18
1,15,9,27
0,5,5,30
1,13,8,18
1,8,11,30
0,7,6,24
0,10,7,44
0,7,7,33
1,7,12,32
1,5,12,29
1,12,7,26
0,6,4,29
0,-0,9,18
1,9,11,27
0,7,4,39
0,5,4,18
0,9,8,43
0,7,8,35
0,2,8,28
0,7,5,33
0,7,9,34
0,7,7,44
0,5,6,19
1,10,12,25
1,8,15,30
0,6,8,24
0,10,8,34
0,6,6,32
0,6,5,54
0,8,2,30
0,1,7,30
0,5,9,33
0,4,5,38
0,7,7,42
1,9,7,22
0,6,6,39
0,3,9,33
0,8,-0,22
0,8,10,41
0,5,12,35
0,3,6,51
0,11,10,41
0,6,6,24
0,8,6,36
0,7,5,29
0,8,6,21
0,9,2,39
0,6,8,32
0,4,14,46
1,9,7,20
1,13,8,21
0,6,10,34
1,6,11,29
1,9,6,21
0,9,6,44
0,2,12,32
0,8,8,33
0,6,6,18
1,7,13,26
0,5,10,33
0,8,9,53
1,3,9,18
0,8,5,22
0,8,8,29
0,9,8,30
0,7,8,32
1,11,7,18
0,6,9,51
0,3,9,20
0,10,7,45
0,6,10,30
0,-0,4,52
1,12,6,18
0,6,7,22
1,4,9,20
1,11,7,28
0,4,9,30
0,6,9,44
0,12,7,32
0,7,7,30
0,8,9,31
0,6,6,18
0,2,9,29
0,4,6,48
1,13,14,36
0,7,6,60
0,8,7,39
1,10,6,21
1,3,10,20
0,7,4,51
0,7,9,43
0,8,2,18
1,9,8,18
0,6,6,20
0,6,13,45
0,3,6,28
0,5,8,25
0,12,7,34
1,9,6,20
0,9,5,45
0,3,5,28
0,5,11,32
0,3,7,23
0,10,9,36
0,6,8,42
0,7,9,30
0,7,6,18
0,4,7,20
0,9,8,33
0,7,8,27
0,8,8,44
1,11,4,18
0,6,10,38
1,12,10,33
0,-0,2,40
1,9,10,18
0,2,9,22
0,4,9,40
0,1,3,22
0,8,8,44
0,4,10,31
0,7,2,40
0,7,4,47
0,3,9,35
0,6,6,21
1,14,8,21
0,3,5,41
1,10,10,35
0,6,3,24
0,10,6,33
1,9,7,18
0,10,10,37
1,9,8,18
1,3,9,18
0,6,7,55
1,7,17,42
0,8,5,52
0,6,6,29
0,5,9,30
0,6,7,44
0,4,9,26
1,7,12,18
1,-0,12,19
0,10,6,30
0,6,6,41
0,3,9,28
1,13,10,28
0,9,9,37
1,12,11,18
1,10,13,40
0,4,5,46
0,7,10,33
0,7,8,25
0,7,12,53
0,9,9,45
0,10,8,38
0,8,6,30
1,11,10,32
1,9,8,23
0,6,7,31
1,4,10,18
1,5,13,23
0,1,5,18
1,7,12,30
0,7,4,30
0,6,6,47
0,10,5,26
1,11,8,18
0,5,7,36
0,7,11,35
0,6,8,39
1,7,7,18
1,8,6,18
0,9,8,40
0,7,2,38
0,9,9,46
0,7,4,18
0,7,4,37
0,3,8,18
0,9,8,29
0,8,6,28
0,6,9,28
0,8,10,46
0,3,9,37
0,8,9,32
0,8,7,36
0,6,7,23
1,5,8,18
0,6,4,23
0,2,9,18
0,3,4,41
0,4,8,25
1,8,8,18
1,9,11,18
0,10,4,33
0,8,6,26
0,5,10,35
1,4,10,21
0,7,3,35
0,3,9,40
1,7,11,25
0,6,10,48
1,9,10,18
0,7,7,47
0,6,4,41
0,6,7,34
0,11,9,43
0,10,3,28
1,11,9,18
0,7,7,36
1,6,9,19
0,2,4,24
0,2,6,33
0,8,4,31
0,6,5,36
0,5,2,42
0,9,13,46
0,6,4,28
0,8,3,20
0,5,8,37
0,10,7,31
1,2,13,22
0,7,8,35
1,5,12,22
1,10,17,26
0,8,8,35
0,11,6,52
1,9,12,25
0,6,9,60
0,7,5,18
1,9,13,41
1,9,11,18
0,4,7,52
0,10,10,44
0,12,6,49
1,9,8,26
0,9,3,41
0,-0,10,34
0,7,7,24
0,3,11,41
1,9,9,26
0,5,7,24
0,6,5,29
0,5,11,33
0,9,4,18
0,5,5,19
0,10,9,41
1,9,10,19
0,6,6,25
0,9,6,24
0,3,8,43
0,13,8,36
1,7,9,25
0,4,9,26
1,9,10,20
1,9,11,27
1,8,9,26
0,10,6,43
1,5,11,22
1,11,11,18
1,7,11,23
0,7,6,18
0,7,5,33
0,3,7,43
1,6,11,23
1,6,8,18
0,3,10,29
0,8,6,39
1,9,10,21
0,5,8,27
1,5,10,18
0,10,4,23
1,8,12,32
0,6,9,29
0,6,7,28
0,5,3,32
1,10,9,25
0,5,10,33
0,10,6,25
0,9,7,33
1,6,10,19
0,7,7,53
1,7,9,18
0,6,11,42
1,10,12,23
1,11,10,18
1,6,9,20
0,8,5,28
0,10,3,29
1,10,9,21
1,5,11,18
0,3,10,50
0,4,9,33
0,14,7,37
1,7,7,18
1,5,12,22
1,6,10,22
0,9,8,44
1,10,8,25
0,4,8,48
1,9,15,21
0,6,11,34
0,13,6,39
0,8,12,52
0,7,4,22
0,7,8,33
1,9,8,25
0,8,7,34
1,9,11,23
1,6,13,33
1,10,12,22
1,12,7,27
0,8,5,36
0,6,1,24
1,4,10,19
0,7,10,36
0,11,4,33
1,8,7,18
0,10,8,39
0,5,8,35
0,-0,8,39
0,12,6,32
1,10,7,25
1,6,13,26
1,10,13,34
1,10,8,22
0,14,8,40
0,13,6,40
0,8,8,31
0,7,8,35
0,8,9,43
0,3,10,22
1,12,10,27
0,5,4,29
1,10,7,21
1,10,7,22
0,9,13,48
0,5,9,49
0,5,10,34
0,2,7,19
1,10,9,18
0,8,10,45
0,7,13,46
1,8,11,33
0,6,5,53
0,4,10,35
0,8,5,41
0,7,5,37
0,2,8,20
0,3,7,18
0,9,4,24
0,7,4,25
0,8,2,18
0,8,7,27
1,14,9,18
0,9,6,28
1,8,8,24
0,5,11,32
0,7,6,18
1,12,7,18
0,8,1,27
0,2,9,28
0,9,4,18
1,7,8,22
0,7,5,27
0,6,6,37
0,6,10,28
0,6,5,38
1,9,9,25
0,8,7,25
0,6,9,34
0,7,4,33
0,1,-0,28
0,4,6,37
0,6,9,46
0,9,7,36
1,10,15,27
0,7,6,19
0,5,6,18
0,8,8,34
1,11,9,28
0,7,8,40
0,7,3,31
1,7,10,27
1,11,7,18
0,10,6,40
0,3,3,52
0,5,8,48
1,10,12,25
1,10,12,25
1,7,7,18
0,6,7,29
1,5,12,18
1,11,4,18
0,8,3,37
0,8,8,40
0,4,12,30
1,11,11,35
0,4,8,43
1,12,7,30
0,2,7,32
0,11,4,41
0,7,6,37
1,12,9,33
1,13,13,29
1,9,9,26
1,14,6,18
0,10,8,37
0,7,10,40
0,11,6,34
0,5,8,31
0,6,8,23
1,10,6,22
0,10,4,32
1,4,10,18
1,9,6,21
0,2,6,42
0,9,7,36
0,3,5,36
0,6,9,30
0,11,3,19
1,8,7,18
1,8,9,21
1,11,8,18
0,4,10,33
1,7,9,18
0,11,10,38
1,7,7,18
0,3,11,30
1,7,8,23
0,12,7,37
0,6,9,39
1,12,10,22
0,11,7,29
0,3,8,43
0,12,4,27
0,7,10,39
0,8,5,34
1,6,8,18
1,6,12,27
1,9,14,22
0,7,9,40
0,2,10,27
0,8,7,43
0,6,3,23
1,11,10,34
1,16,10,30
1,9,5,18
0,9,6,34
1,8,6,18
0,10,8,37
0,6,5,32
0,8,12,48
1,0,12,18
1,9,9,29
1,6,7,18
0,4,10,45
0,6,5,28
0,9,6,24
0,-0,13,32
0,1,7,26
0,12,6,43
0,6,8,25
1,6,11,30
0,2,8,34
0,9,6,33
1,13,10,24
0,2,6,30
1,10,11,34
1,9,13,18
1,4,11,20
0,7,10,30
0,9,2,39
1,14,9,28
0,5,10,46
0,5,10,52
1,12,13,18
0,6,9,49
0,3,5,18
0,10,6,28
0,7,4,18
0,8,2,43
0,14,3,38
0,5,7,44
0,9,7,30
0,2,7,18
1,11,9,20
0,12,6,29
0,8,5,26
0,6,8,46
1,10,12,32
1,7,9,21
1,10,12,30
0,4,6,18
0,4,5,18
0,3,9,26
0,8,6,33
0,7,7,30
0,8,6,41
0,9,6,41
1,9,10,20
0,6,9,32
1,8,8,24
0,8,11,38
0,7,5,18
1,10,11,29
1,9,9,18
0,8,6,41
0,0,11,42
0,5,4,19
0,6,9,33
0,11,6,35
1,8,9,25
0,9,8,29
0,7,6,19
1,13,11,29
0,11,10,43
0,6,6,19
0,10,11,48
0,7,3,25
0,4,11,41
1,5,10,18
1,5,12,26
0,9,7,29
0,7,8,29
0,1,6,18
0,8,8,31
0,8,13,50
0,8,3,38
0,7,8,47
1,12,7,29
0,5,7,21
0,5,7,26
1,5,10,21
0,9,5,24
1,6,8,18
0,11,7,38
0,11,6,53
0,7,8,28
1,11,7,28
0,11,3,40
0,8,9,29
0,9,0,33
1,12,5,20
1,15,7,27
0,9,4,23
0,5,6,18
0,2,8,45
0,7,6,40
0,6,5,18
0,8,8,28
0,6,6,18
0,5,9,30
0,8,6,30
0,7,7,47
0,5,7,22
0,10,6,34
0,8,8,39
0,6,1,32
0,5,8,25
1,7,12,35
0,7,10,42
1,7,11,21
0,5,7,33
0,9,2,43
1,6,7,18
0,5,10,27
0,8,5,35
1,8,15,33
1,12,8,25
0,7,3,21
0,7,6,25
0,8,4,48
1,12,10,29
0,6,6,18
0,10,8,32
0,10,2,46
0,1,6,37
0,6,6,33
0,11,3,27
1,14,9,22
0,7,11,47
1,10,13,28
1,11,9,25
1,10,12,33
0,8,5,29
0,9,2,23
0,7,7,41
0,4,6,33
0,4,9,40
1,4,11,19
1,14,9,32
0,7,0,41
1,11,8,25
0,9,9,45
0,7,8,25
1,7,13,23
1,9,8,24
1,8,13,26
0,7,10,31
0,5,10,27
0,5,8,57
1,11,12,23
0,9,7,34
0,8,5,38
1,13,5,19
1,4,9,18
1,9,9,18
0,10,4,26
0,4,9,36
0,10,12,46
1,11,11,24
0,5,6,31
0,8,5,20
0,6,4,28
0,5,10,35
1,8,7,21
1,9,7,21
0,7,5,18
1,14,9,29
0,7,8,43
1,12,9,18
0,3,7,39
0,11,7,39
0,5,11,30
0,6,7,29
0,9,8,32
0,10,5,25
1,9,11,33
0,10,10,53
0,8,4,30
0,7,8,35
0,8,3,27
0,5,7,37
0,9,5,55
0,6,6,39
0,4,2,18
0,8,6,32
0,6,5,23
0,13,4,27
0,6,10,48
0,9,4,18
0,11,6,46
0,1,6,34
0,5,8,27
0,8,8,34
0,10,6,41
0,8,6,39
0,3,10,27
0,9,6,34
0,12,8,35
0,3,9,21
0,2,10,20
0,7,10,45
1,13,9,25
1,10,10,22
1,12,9,31
1,10,10,26
0,9,9,36
0,8,8,42
0,7,8,54
0,7,5,26
0,-0,9,32
0,2,5,34
0,10,10,49
1,10,7,24
1,5,10,20
0,6,9,28
0,6,10,34
0,9,10,35
0,4,8,26
0,3,1,38
1,7,9,25
1,5,10,18
1,9,8,21
0,7,2,33
1,13,7,22
0,8,7,23
0,11,6,29
1,8,9,18
0,7,6,23
0,3,11,28
0,9,3,60
0,6,5,35
0,8,6,29
1,9,9,20
0,11,6,42
0,7,6,28
0,2,8,25
0,4,4,25
0,6,9,31
0,8,12,43
0,6,6,48
0,10,5,35
0,11,7,52
1,9,10,18
1,7,12,24
0,4,5,41
0,9,6,39
0,3,9,35
0,10,6,24
0,9,9,33
0,6,7,35
0,8,7,49
0,7,10,51
0,6,7,26
1,8,9,28
0,10,8,31
1,7,11,31
1,6,11,18
1,7,11,18
1,6,15,26
0,9,0,18
0,10,6,34
1,10,9,27
0,5,7,32
1,11,9,26
0,7,7,42
0,12,3,33
0,12,6,35
0,3,6,18
0,7,6,30
1,10,9,26
0,8,8,32
0,9,4,20
1,3,14,18
0,8,8,32
0,11,6,28
0,9,7,35
0,10,11,52
0,3,2,26
0,9,4,26
0,6,3,38
0,9,10,38
0,4,8,38
1,8,10,30
0,5,5,31
0,6,13,62
1,13,9,21
1,4,9,18
0,7,8,42
0,5,6,27
1,12,7,29
0,9,6,33
0,2,4,29
0,12,3,26
1,4,9,18
0,4,7,18
1,9,7,20
1,11,5,21
0,8,3,31
0,3,9,27
0,5,4,27
0,6,4,43
0,4,9,51
0,12,0,38
1,11,9,18
0,4,8,40
0,6,3,26
0,0,2,18
0,6,3,34
0,9,4,35
1,11,10,33
0,-0,3,18
0,9,7,41
0,3,10,29
0,4,9,21
1,11,11,38
1,11,6,19
0,6,10,34
1,10,12,35
0,8,4,18
0,5,2,18
1,12,10,21
0,5,12,38
0,8,4,46
1,9,10,30
1,9,9,30
0,8,7,31
0,7,9,27
0,5,6,27
0,4,7,26
0,9,10,46
1,6,9,18
0,4,5,35
0,10,5,33
0,4,5,35
1,12,13,25
1,8,12,31
0,3,14,41
0,10,7,31
0,7,5,22
0,4,6,18
0,1,7,35
0,11,7,44
1,10,12,31
0,4,6,28
0,5,7,39
0,9,4,46
0,2,4,33
1,12,4,18
1,17,10,38
0,9,8,35
0,10,4,30
0,5,9,25
0,11,3,30
0,13,5,39
1,8,8,25
0,11,9,43
0,14,9,42
0,6,10,31
0,7,11,34
0,8,6,33
0,8,7,36
1,7,7,18
1,7,12,27
0,6,12,38
1,3,9,18
0,6,9,27
0,5,5,41
0,4,3,32
0,6,9,29
1,14,11,42
1,10,6,18
0,0,11,41
0,6,4,21
0,5,8,40
1,8,13,29
0,5,12,37
0,7,8,28
0,8,8,44
0,4,2,26
1,8,10,20
0,12,4,33
0,5,6,26
1,9,10,18
1,7,7,20
1,12,12,23
0,8,3,27
0,6,11,33
0,12,5,33
1,9,14,30
1,7,8,18
0,12,7,38
1,13,9,25
0,6,2,28
0,5,6,18
0,9,10,40
0,4,8,32
0,6,8,37
0,2,7,21
0,8,4,24
0,9,8,31
0,7,6,28
1,2,10,18
0,5,7,22
1,8,9,21
0,13,3,55
0,6,5,27
1,9,9,19
0,8,6,28
0,11,6,41
1,7,8,22
1,3,14,19
0,6,7,36
1,11,6,21
0,13,4,31
0,3,7,41
1,8,9,26
0,6,7,43
1,12,10,26
1,9,9,18
0,4,10,26
1,9,13,36
1,9,10,18
0,7,6,23
1,12,7,29
0,1,-0,30
0,9,8,28
0,3,10,29
1,6,11,18
1,7,7,18
0,9,6,34
0,7,6,47
1,7,13,31
0,9,8,34
1,3,10,21
1,11,11,18
0,4,7,25
0,10,5,26
1,10,14,18
0,7,6,20
0,10,3,33
0,5,5,25
0,5,9,24
1,11,10,35
0,6,5,27
1,9,9,30
1,12,8,21
1,12,9,18
1,7,11,18
0,13,8,37
0,8,12,39
0,9,8,37
0,7,5,18
1,8,8,18
0,10,0,53
0,9,4,25
0,8,8,62
0,5,8,36
0,3,11,51
0,5,4,28
0,10,9,33
0,5,11,31
0,6,4,28
0,5,11,42
0,6,5,28
0,3,8,27
0,9,7,38
1,11,10,28
0,-0,7,18
1,14,8,20
0,5,3,32
1,11,6,19
0,1,9,35
1,13,8,18
0,3,11,42
0,8,9,34
0,11,8,39
0,6,6,21
1,11,7,27
0,12,7,38
1,9,13,34
0,9,1,26
0,9,10,39
0,10,4,36
1,10,10,33
1,15,10,18
0,7,5,33
1,10,17,41
0,10,6,38
0,6,8,23
0,3,10,36
0,10,6,47
1,8,13,24
1,5,11,19
1,3,14,29
0,9,7,26
0,1,5,23
1,11,9,26
0,2,12,32
0,5,11,29
0,6,8,36
1,12,8,28
0,-0,6,55
0,2,7,30
1,12,10,39
0,4,8,18
1,5,9,22
0,5,5,38
