lfprt,educ,expr,age
0,6,2,48
1,7,10,21
0,3,6,28
0,10,6,32
0,9,7,29
0,6,8,44
1,10,14,26
0,13,3,26
1,3,11,21
0,7,6,42
0,8,7,33
1,11,8,31
0,6,10,43
1,11,9,29
1,10,11,18
0,7,9,32
0,5,10,29
0,7,6,18
0,6,6,32
0,9,8,28
1,6,10,23
0,5,7,29
1,12,8,32
1,13,12,42
1,13,10,36
0,9,5,40
0,8,7,27
1,8,10,26
0,4,3,32
0,5,8,51
1,6,10,19
0,10,3,22
0,6,3,29
1,9,10,26
0,8,8,27
0,6,0,35
0,10,5,35
0,11,6,27
0,8,5,31
1,5,15,18
0,8,7,32
0,5,7,27
0,-0,10,24
0,4,7,47
0,-0,3,47
1,10,8,21
0,5,7,18
1,4,14,18
0,1,6,24
1,6,10,18
0,7,9,40
0,12,8,54
0,7,10,33
1,8,10,27
0,1,8,46
0,10,8,34
0,5,6,21
1,8,11,28
0,8,7,32
0,10,9,35
0,7,5,35
0,9,4,46
0,2,3,30
0,9,5,35
0,5,11,40
0,14,2,33
0,10,2,18
1,7,13,18
0,6,10,45
0,4,7,45
0,4,4,33
1,8,12,23
0,9,3,18
0,2,0,28
0,4,3,18
0,11,9,35
1,14,8,19
0,5,9,32
0,10,8,34
1,6,14,27
0,6,2,23
1,9,9,24
0,7,6,26
0,10,5,31
0,3,9,30
1,12,9,20
0,8,7,34
1,5,9,22
1,10,11,20
0,7,3,18
1,4,10,18
1,5,11,25
0,13,5,35
0,7,3,38
0,4,4,26
0,8,8,40
0,1,8,28
0,7,5,44
0,3,4,29
0,-0,10,41
0,9,4,37
0,8,8,39
0,8,7,32
0,6,5,30
0,5,6,26
0,7,5,30
0,12,6,61
1,10,5,18
0,7,7,22
0,5,12,36
0,5,9,36
0,12,5,26
0,6,4,44
0,9,7,38
0,7,10,39
0,6,4,44
0,5,1,22
0,13,7,34
0,7,3,26
0,3,9,31
0,3,4,36
1,6,11,25
1,7,13,27
0,8,2,37
0,7,9,32
0,11,2,18
0,9,7,36
1,6,12,29
1,10,12,19
0,6,5,33
0,8,10,54
0,7,4,40
0,8,-0,18
1,3,11,23
1,13,8,31
1,4,12,24
0,12,7,42
0,5,10,36
0,2,4,49
0,6,7,32
0,5,9,38
1,5,16,28
0,5,5,19
1,8,11,20
0,5,5,30
1,18,6,18
0,8,-0,29
1,12,10,28
0,4,2,26
0,2,7,24
0,3,7,27
1,12,11,18
1,12,9,24
0,0,11,31
0,11,6,26
0,12,7,39
0,9,11,42
0,7,7,25
1,11,8,25
0,6,4,36
1,8,6,18
0,9,6,35
1,11,10,19
1,8,13,34
1,13,11,36
0,12,6,35
1,12,10,25
0,6,2,34
0,4,5,18
0,8,7,46
1,10,9,18
0,4,6,33
1,7,13,21
1,4,9,18
0,10,9,37
0,5,10,27
0,2,6,19
0,2,3,18
0,4,4,26
0,9,8,49
0,7,4,29
0,11,6,36
0,7,-0,24
1,10,5,18
0,6,9,30
0,6,11,45
1,6,8,21
0,8,7,26
0,10,6,36
0,6,11,42
0,10,7,41
1,9,10,18
1,14,8,36
0,8,6,30
0,3,6,33
0,6,8,31
0,3,5,18
0,6,9,38
0,8,8,26
1,10,12,27
0,1,2,38
1,6,12,33
0,1,10,18
0,9,6,33
1,5,8,19
1,8,8,25
1,7,11,22
1,11,11,35
0,7,10,33
0,9,12,46
1,9,9,30
0,7,4,38
1,11,9,28
0,8,2,42
0,10,7,37
0,7,8,34
1,12,9,24
0,7,7,44
0,5,10,27
0,2,8,26
0,9,6,26
0,7,7,29
1,4,10,18
0,5,6,39
1,9,14,18
0,7,3,26
0,9,4,42
0,8,9,49
0,1,6,30
0,6,8,30
1,11,11,34
0,6,7,27
0,7,9,42
0,6,7,41
1,13,10,40
0,10,3,28
0,9,7,27
1,10,6,22
0,10,4,28
0,7,1,25
0,7,6,33
0,11,9,37
0,12,8,46
1,6,11,25
0,10,7,31
1,8,11,27
0,12,8,54
0,10,4,40
0,5,3,29
0,7,10,41
0,4,8,30
1,13,9,25
0,6,3,36
0,9,6,23
0,4,10,31
1,8,6,18
0,2,8,31
1,12,9,18
1,8,8,24
0,16,7,53
0,0,8,38
1,11,6,18
1,10,6,18
0,6,1,29
0,7,7,36
1,12,9,18
0,4,8,51
0,7,10,44
0,9,4,29
0,7,9,45
0,9,8,36
1,8,11,28
1,6,12,22
0,9,5,38
1,11,12,18
0,2,5,18
0,2,11,26
0,9,4,35
0,11,2,32
0,10,6,39
1,6,9,23
0,6,7,25
1,8,6,19
1,7,11,26
1,10,7,18
0,10,3,41
0,2,7,31
1,8,12,31
1,10,8,28
0,13,7,33
0,5,5,29
0,5,5,18
1,9,8,25
1,10,13,24
0,9,2,30
0,14,3,33
0,2,6,40
0,7,1,27
0,10,5,36
0,11,9,36
0,3,14,45
0,9,3,20
0,4,6,18
0,6,5,22
1,5,9,19
0,5,12,48
0,10,9,34
0,9,7,37
1,12,10,25
1,9,10,32
0,5,7,27
0,7,11,43
1,8,9,19
1,11,9,27
0,4,4,19
0,9,7,37
0,3,8,32
0,6,6,29
0,8,5,24
1,10,10,29
1,15,13,35
0,6,10,44
1,8,7,22
0,6,11,39
0,8,5,37
0,6,10,33
1,12,6,18
0,10,8,36
0,7,3,31
1,8,7,18
1,12,10,38
0,9,4,18
0,5,9,32
1,6,7,18
0,5,4,32
0,8,9,33
0,4,6,20
0,9,5,34
0,5,5,33
1,9,10,27
1,13,11,37
1,8,12,24
0,2,7,35
1,11,8,28
1,10,11,34
0,5,6,28
0,6,5,37
1,11,9,31
0,3,9,35
1,12,13,39
0,9,6,34
0,7,10,49
0,9,10,37
1,11,13,18
0,4,9,44
0,6,7,31
1,3,13,22
1,7,8,23
1,8,6,18
0,5,10,27
0,11,2,23
0,6,6,28
0,10,4,29
1,12,7,18
0,3,9,24
0,12,5,36
0,10,6,35
0,3,13,35
0,5,9,31
0,7,6,32
0,10,6,36
1,9,7,18
1,8,12,34
0,6,7,38
0,12,7,49
0,5,6,20
0,13,8,37
0,6,3,40
1,13,10,29
1,9,7,24
0,6,6,18
0,7,4,32
1,10,10,25
0,7,11,39
0,2,5,36
1,6,9,19
0,9,7,34
0,7,5,27
1,8,9,22
1,4,9,19
0,8,8,30
0,5,0,27
0,6,8,27
0,8,6,38
1,8,11,18
1,5,8,18
1,10,7,21
0,8,8,35
0,5,3,32
1,10,6,21
0,2,5,23
0,8,11,45
0,7,10,31
0,10,5,35
1,14,5,18
1,11,7,28
1,6,11,28
0,4,4,24
1,5,13,34
0,5,5,40
0,6,6,29
1,14,10,24
0,12,3,25
0,13,2,39
1,11,10,20
1,6,11,30
1,10,11,36
0,11,-0,29
1,5,9,18
0,8,4,34
0,7,7,29
0,1,2,26
0,7,4,47
1,8,11,18
0,8,6,20
1,11,11,18
0,4,5,40
0,5,1,27
0,3,1,31
0,5,11,30
0,6,10,44
0,12,6,32
1,6,8,20
1,12,6,18
0,10,4,31
0,7,10,34
0,3,2,30
0,11,5,34
0,7,7,36
0,3,8,32
0,8,3,32
1,8,13,34
0,5,7,40
0,3,6,32
0,5,2,36
0,13,2,35
1,9,8,18
1,8,7,18
1,10,9,31
0,7,5,29
0,6,4,30
0,6,5,29
0,6,8,28
0,2,4,40
0,7,5,40
0,10,4,43
1,13,9,34
0,14,5,32
0,7,6,29
0,5,8,34
1,6,17,39
1,10,6,18
1,3,10,19
0,5,12,35
0,8,4,39
0,7,8,31
0,8,8,29
0,6,11,34
0,3,7,35
1,8,13,29
0,9,4,29
0,8,7,38
0,11,5,35
0,11,9,40
0,11,10,42
0,8,6,30
0,7,8,29
0,5,7,22
0,6,5,39
0,9,10,46
0,4,6,36
1,8,14,42
1,7,11,27
0,8,4,30
1,9,9,18
0,2,4,40
1,7,11,27
0,7,3,24
0,7,7,28
1,11,10,28
1,10,6,23
0,5,7,47
0,8,7,34
1,5,13,26
0,7,7,29
1,10,7,23
0,9,4,27
1,4,9,18
0,1,11,40
1,10,10,24
1,7,12,35
1,14,8,31
0,1,6,52
0,8,9,30
1,4,16,22
1,7,8,23
1,10,9,25
0,10,8,33
1,12,11,22
1,7,11,27
0,8,6,31
0,10,10,56
1,12,8,18
0,10,9,37
1,14,8,30
0,5,3,29
1,8,12,30
0,11,7,39
0,12,4,27
0,11,0,23
0,6,5,29
0,4,2,30
0,9,9,46
0,7,8,42
1,8,8,18
0,5,4,39
1,13,8,18
1,8,12,33
0,9,5,32
1,4,10,18
0,6,4,21
0,10,8,39
1,8,8,25
0,13,2,24
1,6,14,18
1,5,10,18
0,4,6,35
1,6,13,34
1,5,10,20
0,6,8,22
0,3,7,36
1,13,9,31
0,8,1,22
0,4,5,30
1,4,10,23
0,9,3,25
0,10,5,28
1,7,9,21
0,14,5,35
0,9,8,41
1,9,10,19
1,9,13,38
0,12,6,30
1,5,13,23
0,8,9,34
1,9,8,23
0,11,3,24
0,4,6,39
0,11,8,40
0,-0,7,18
0,8,3,18
0,6,7,46
0,4,10,46
1,9,6,21
0,5,6,48
1,10,8,18
1,13,12,30
0,13,5,46
0,10,3,32
0,8,3,41
0,7,7,24
0,10,6,44
1,4,14,31
0,8,0,40
1,11,9,25
1,9,7,18
0,8,11,40
0,6,10,48
0,5,6,27
1,13,15,41
1,6,11,26
0,9,10,35
0,7,7,22
0,5,2,25
1,14,6,18
0,4,1,39
1,8,11,18
0,10,6,34
0,3,4,27
0,11,6,28
0,2,4,38
0,6,1,49
0,5,2,46
0,10,5,31
0,4,5,45
0,1,8,27
0,6,7,20
1,12,12,18
0,4,7,21
0,1,1,30
0,9,5,23
0,9,6,32
0,5,9,28
0,4,2,41
0,9,5,35
0,6,4,21
0,7,10,40
1,10,11,18
1,8,11,29
0,5,9,30
0,3,8,26
0,9,6,23
0,4,8,36
0,8,4,30
0,10,7,30
1,11,5,18
1,2,13,24
1,6,14,18
0,6,7,42
0,10,6,43
0,4,8,30
1,5,10,18
1,11,10,27
0,9,5,19
0,6,5,29
0,9,3,31
1,7,7,18
0,6,5,41
0,9,7,39
0,9,7,26
1,11,14,34
1,4,11,22
0,3,5,20
1,6,9,18
1,9,11,36
1,12,6,18
0,6,7,34
1,8,6,18
0,9,11,48
1,9,9,29
1,11,9,26
1,12,11,41
0,12,6,34
0,6,8,30
0,6,-0,40
1,4,12,25
1,18,10,32
0,8,11,44
0,11,7,40
1,2,11,19
0,5,4,22
0,8,5,40
1,8,6,18
0,9,4,22
0,6,7,35
1,11,10,37
0,3,7,18
1,10,12,26
0,8,10,35
0,6,8,34
1,5,8,18
0,13,5,33
1,9,13,26
0,5,6,38
0,6,6,42
0,-0,8,40
0,2,10,38
0,8,7,27
0,5,4,42
1,12,10,31
0,8,10,46
1,13,8,23
0,8,6,50
0,4,8,32
0,8,6,23
0,6,10,30
0,6,7,56
1,6,7,18
0,7,8,35
0,8,6,42
0,4,4,27
0,6,10,34
0,9,6,42
1,13,16,32
0,7,6,33
1,10,12,18
0,11,8,32
1,6,12,28
0,5,9,35
0,9,5,27
1,10,5,20
0,7,6,29
1,8,12,33
0,8,10,35
0,5,8,29
1,7,7,18
0,6,2,31
0,1,12,38
0,7,4,29
0,7,7,45
1,10,9,27
0,8,5,18
0,9,5,33
0,6,6,33
0,9,6,40
1,7,8,21
1,10,10,27
0,4,4,35
0,8,3,26
1,8,9,26
1,14,6,21
0,12,10,41
0,6,9,38
0,10,3,28
1,8,12,30
0,5,7,24
0,8,3,47
0,3,8,43
1,9,9,18
0,4,12,35
1,9,10,18
0,6,6,36
0,9,6,32
0,11,1,30
1,10,7,18
0,7,6,29
1,8,11,21
0,9,5,36
0,5,5,39
1,11,7,19
0,-0,5,31
0,9,5,31
0,6,7,43
1,8,9,23
1,9,11,18
0,2,6,45
0,4,8,28
0,8,-0,18
0,10,3,45
0,10,7,47
0,5,10,47
1,9,11,18
0,9,9,31
0,8,4,47
1,9,10,27
0,6,3,22
0,6,10,30
0,4,7,18
0,5,4,43
1,5,11,22
0,6,8,37
1,8,14,36
0,13,3,46
1,6,9,23
1,7,9,25
0,9,10,39
0,10,6,51
0,7,9,33
0,10,3,18
0,7,8,27
0,4,4,54
0,10,6,40
0,2,6,36
0,6,5,29
1,10,5,18
0,2,10,32
0,9,7,32
1,12,8,26
0,6,10,47
0,4,8,36
0,4,8,27
1,8,8,19
1,9,8,24
0,8,3,21
1,6,11,29
1,5,9,18
1,10,13,20
1,11,10,27
0,5,2,43
0,9,10,37
0,8,9,39
0,3,9,25
0,8,3,35
0,8,4,27
1,11,11,35
0,3,7,23
0,7,6,31
0,8,6,36
0,9,2,44
1,9,11,36
1,9,10,18
0,10,6,24
1,8,15,18
0,7,6,47
0,11,2,20
0,12,1,18
0,8,3,32
0,10,2,26
0,12,6,45
0,4,8,18
1,10,11,26
0,11,8,36
1,10,7,18
1,12,8,33
1,9,10,22
1,11,6,18
0,6,12,34
1,6,10,18
0,6,3,34
0,3,9,28
0,5,6,24
1,14,8,26
0,9,4,24
0,3,9,29
0,7,15,50
1,12,11,19
0,5,8,41
0,8,11,37
1,7,8,22
0,4,9,30
0,7,5,42
0,15,7,38
1,12,8,18
1,8,9,18
0,3,9,31
0,7,6,38
1,8,11,26
1,9,12,29
1,7,11,29
0,10,10,48
1,8,10,21
0,5,9,39
0,7,5,32
1,8,9,27
1,11,5,22
0,7,11,51
0,4,13,42
0,4,2,37
1,16,8,25
0,9,4,23
1,7,10,22
0,2,6,32
0,6,1,27
0,6,5,38
1,6,9,18
0,5,7,22
0,8,9,32
1,10,10,25
0,7,7,28
1,12,14,49
0,3,6,49
1,15,6,33
0,4,4,18
0,5,9,39
1,9,7,18
0,5,9,38
0,0,-0,18
0,6,8,44
0,3,10,24
0,3,7,31
1,10,11,36
0,7,6,30
0,9,-0,45
0,7,6,38
0,9,7,28
0,10,6,30
1,10,13,21
0,4,7,29
0,8,1,53
0,3,8,56
0,5,7,18
1,9,13,33
0,1,6,51
0,6,11,37
0,8,8,34
1,10,9,19
1,9,12,37
0,6,8,28
1,6,9,18
0,5,8,35
1,10,8,18
0,2,11,38
0,2,4,41
0,7,4,33
0,4,5,32
1,6,16,37
0,12,7,40
0,6,7,26
0,8,3,20
1,7,10,20
0,2,6,29
1,8,6,18
0,9,7,39
1,11,8,30
0,10,7,28
0,9,9,45
0,10,4,31
0,8,7,50
0,7,7,21
0,8,13,41
1,4,9,18
1,11,6,18
1,6,9,24
0,8,5,43
0,5,10,40
1,7,10,28
1,6,10,26
1,10,6,23
1,8,6,19
1,11,10,31
1,11,7,25
0,8,6,22
0,10,3,29
1,6,11,27
0,6,8,23
0,9,7,31
1,7,11,18
1,11,9,24
0,3,6,18
0,3,3,35
1,8,11,28
1,6,11,22
1,11,8,27
1,7,11,32
0,14,8,40
1,7,8,19
0,8,8,35
0,10,6,39
0,8,7,25
0,8,9,41
0,16,2,33
1,11,6,18
1,6,12,29
1,11,9,30
1,6,13,36
0,11,2,22
0,6,3,29
0,2,7,23
1,6,8,21
1,12,12,33
1,6,12,32
0,4,6,40
0,11,9,45
0,5,10,36
1,10,10,24
0,3,8,26
1,9,11,29
1,10,5,18
1,4,9,18
1,9,14,18
0,6,5,41
0,7,6,18
1,9,8,26
0,8,8,42
0,5,8,33
0,8,7,35
0,8,9,40
0,8,5,31
1,8,7,21
1,9,7,18
0,3,4,31
0,6,5,35
0,11,10,38
1,6,15,21
0,5,7,18
1,7,10,23
0,7,9,29
0,6,3,40
1,6,9,18
0,4,7,39
0,1,11,48
0,5,5,18
1,5,12,28
1,6,11,18
1,12,11,41
1,9,6,19
0,7,11,38
0,5,8,29
0,4,11,32
0,7,7,23
1,10,12,39
0,1,8,30
1,8,11,31
0,3,2,26
0,5,6,21
0,1,6,26
0,9,7,34
0,9,5,36
0,10,6,36
1,6,13,22
0,11,8,37
0,3,8,18
0,5,5,31
1,6,9,18
0,7,3,19
0,8,5,36
0,9,5,38
0,9,6,37
1,7,7,18
0,8,7,47
