lfprt,educ,expr,age
0,8,8,33
0,9,4,35
0,11,5,45
0,5,10,43
1,16,6,23
0,4,8,42
1,4,11,19
1,10,10,31
0,12,6,39
0,6,7,48
1,9,13,18
0,12,6,58
0,6,7,46
0,8,4,44
0,6,3,28
0,7,12,57
0,8,6,29
0,6,6,42
0,7,9,36
0,11,6,37
1,10,8,26
1,6,12,26
0,4,2,40
0,6,6,18
0,8,6,48
0,3,7,23
0,7,11,36
0,5,6,18
0,7,7,26
0,7,7,28
1,9,10,29
0,13,8,49
1,6,11,18
0,6,5,35
1,9,8,27
1,4,10,20
0,5,12,34
0,9,8,32
0,6,11,41
0,8,5,22
0,10,11,44
0,9,4,25
0,9,5,20
1,10,9,30
0,-0,11,25
0,2,11,35
0,7,5,18
1,14,7,33
0,9,5,52
0,11,6,38
1,5,10,22
1,13,10,24
0,4,7,45
1,7,11,28
1,3,10,18
1,13,10,32
1,7,10,19
0,5,11,33
0,5,6,42
1,8,8,18
0,6,10,52
0,7,7,33
0,11,3,19
0,6,7,31
0,7,9,39
0,10,3,45
1,11,9,18
0,11,3,20
0,10,8,36
0,10,4,31
1,13,10,36
0,7,1,48
0,9,5,34
1,12,8,22
0,4,0,18
0,3,8,22
0,8,3,32
0,7,3,22
0,3,5,18
0,7,5,38
1,6,7,18
0,9,10,42
1,12,12,38
0,-0,7,34
0,3,5,34
0,8,6,32
1,7,7,18
0,7,6,36
0,9,11,42
1,8,7,22
0,8,9,31
0,10,3,42
0,6,8,36
0,7,5,20
1,10,7,24
0,7,5,36
0,11,3,28
0,2,7,31
0,7,6,31
1,11,9,34
1,12,5,18
1,9,10,24
0,11,1,25
0,10,5,25
1,5,11,22
1,11,6,21
0,7,6,36
0,11,4,36
0,11,8,32
0,7,5,25
0,11,5,35
0,3,5,25
1,7,10,18
0,5,8,33
0,6,8,46
1,12,11,27
0,6,7,20
0,7,12,50
0,7,8,30
0,4,5,23
0,5,7,43
0,6,5,30
0,11,5,32
1,11,13,33
0,10,6,40
1,7,13,35
0,4,8,33
0,6,2,18
1,11,15,42
1,5,13,32
0,8,5,36
1,9,14,27
0,9,11,37
1,8,11,29
0,8,6,27
0,10,8,39
1,10,10,22
0,9,10,47
0,10,8,38
0,9,9,39
1,13,9,18
0,8,8,27
0,10,4,26
0,4,10,41
0,10,8,33
0,4,11,40
0,7,8,29
0,3,10,28
0,-0,11,36
0,8,7,25
1,10,7,18
1,11,13,20
1,6,11,20
0,6,4,37
0,12,6,33
0,12,5,34
1,6,8,20
0,4,9,43
0,6,9,33
1,6,11,29
0,3,8,24
0,0,8,29
1,4,9,20
0,8,11,35
0,5,7,27
1,10,8,28
0,-0,12,41
0,5,7,34
0,6,8,41
0,6,6,31
0,7,7,29
0,11,3,21
0,6,2,32
0,3,5,20
1,12,10,37
1,8,10,22
0,5,4,30
0,5,5,28
0,12,8,38
1,11,9,32
0,4,8,27
0,8,5,28
1,10,9,18
0,8,7,44
1,8,11,23
0,9,9,37
0,2,6,40
0,10,4,35
1,6,14,33
0,3,9,28
0,6,9,50
1,9,13,20
0,9,2,26
1,9,10,27
0,7,9,31
0,12,8,45
0,5,7,18
0,6,8,47
0,12,5,35
1,12,9,21
0,8,7,46
0,7,9,36
0,8,7,29
0,6,8,28
1,9,18,18
0,6,6,26
0,7,9,42
0,3,8,28
0,5,9,31
0,7,4,24
0,5,3,28
0,8,5,18
1,10,9,18
1,11,13,39
1,10,7,24
0,3,8,29
0,8,6,29
1,13,8,34
0,5,6,39
0,2,6,21
1,7,9,24
1,7,10,22
0,9,5,30
1,6,12,26
0,10,9,38
1,12,10,36
0,4,8,28
1,3,10,18
1,14,8,25
0,8,10,40
0,11,7,33
0,4,4,31
0,10,7,28
0,8,6,40
1,7,9,21
1,16,6,21
1,10,12,32
0,2,7,39
0,3,6,29
0,4,5,46
0,6,11,32
0,6,3,37
0,7,8,33
0,12,3,30
0,6,4,18
0,5,8,35
0,5,7,34
0,3,11,41
1,6,9,22
0,5,6,21
0,3,9,37
0,5,7,30
0,7,9,38
1,11,7,18
1,6,8,21
1,11,8,18
0,9,9,35
0,8,4,23
0,3,7,19
0,12,3,21
0,4,8,26
0,8,2,41
0,5,10,57
0,7,5,18
1,6,12,32
1,10,8,18
1,8,10,29
0,9,9,34
1,12,6,23
0,6,14,44
0,4,10,40
0,6,8,28
0,4,7,37
1,11,11,27
0,5,7,52
1,9,14,25
0,9,7,27
1,9,8,24
0,12,5,34
0,6,3,37
0,7,6,23
0,7,5,46
1,15,7,33
0,6,8,33
1,3,10,18
0,7,4,18
0,11,7,30
0,4,9,31
1,8,11,26
0,0,-0,35
0,7,3,21
0,6,7,31
0,4,4,35
1,9,9,25
0,7,7,41
0,11,7,34
0,9,5,37
0,8,6,40
1,12,10,34
1,6,10,19
0,6,6,18
0,9,2,36
1,9,6,18
0,6,6,19
0,4,7,18
1,10,6,18
1,9,6,20
0,4,5,26
1,6,13,24
0,6,9,45
0,9,6,22
0,8,14,44
1,15,10,25
0,8,4,38
0,9,6,42
0,9,9,32
0,5,7,24
0,7,3,26
0,13,4,27
0,5,6,19
0,6,6,38
0,4,4,26
0,6,3,28
0,5,6,18
0,3,3,32
0,6,6,24
0,9,10,40
0,8,8,35
0,3,7,32
0,4,9,29
0,11,7,30
0,2,2,39
0,5,5,18
0,11,2,34
0,9,10,37
0,2,7,50
0,6,9,39
0,7,4,20
1,10,10,30
0,3,-0,21
0,7,3,21
0,9,7,30
0,10,5,43
0,3,11,30
0,3,4,28
1,7,10,28
0,6,10,50
0,8,6,25
0,8,9,38
0,4,2,57
0,6,7,19
0,8,11,53
0,3,6,32
0,3,7,18
0,10,6,35
0,6,5,37
0,2,8,35
0,6,8,28
1,3,18,21
0,5,3,31
0,4,6,24
0,7,17,53
0,5,9,31
0,10,5,36
1,9,9,18
0,11,5,49
1,11,12,34
0,9,4,36
0,12,4,45
0,5,6,18
0,11,3,31
0,9,8,40
0,8,7,26
1,7,8,21
1,9,7,18
0,10,6,30
0,11,9,40
1,10,12,40
0,14,4,27
0,3,3,28
1,4,11,23
1,6,11,28
0,8,6,36
0,12,5,53
1,10,10,34
0,11,9,48
1,12,8,22
0,8,5,37
0,4,9,26
0,9,4,32
0,9,7,36
0,11,4,38
1,14,6,21
0,8,8,28
0,9,6,24
0,3,5,53
0,9,1,45
0,8,7,29
0,1,12,34
0,9,6,23
1,14,9,31
1,12,10,31
0,9,10,39
0,7,10,30
0,6,7,36
0,15,4,36
1,5,10,19
1,13,9,18
0,11,7,34
0,11,6,45
0,7,11,33
1,9,9,18
0,7,5,40
0,6,6,28
1,6,11,23
0,12,6,57
0,8,8,29
0,7,12,40
0,7,4,35
0,1,9,27
0,6,5,39
0,6,8,28
0,12,9,43
0,8,6,25
0,9,6,27
0,7,6,18
0,9,8,35
0,1,4,48
1,9,11,35
0,8,2,20
0,13,6,30
1,7,14,36
1,11,9,18
0,6,8,36
1,9,16,18
0,12,7,43
1,11,10,24
0,8,7,37
0,7,6,34
0,2,9,35
0,7,6,42
0,11,9,39
0,9,7,31
0,4,11,31
0,9,6,36
0,12,5,39
0,1,9,25
0,5,7,40
0,7,5,45
0,6,15,47
0,8,6,25
0,12,7,47
0,6,9,45
0,8,8,34
0,5,10,35
0,4,9,44
1,8,7,18
1,17,5,23
0,2,9,24
1,9,9,25
0,6,7,54
1,9,10,31
1,10,11,29
0,4,6,18
0,6,10,30
1,10,16,27
0,6,8,31
1,12,10,29
0,8,5,18
0,6,7,29
1,8,10,21
1,8,10,18
0,9,3,25
1,2,11,18
1,8,11,28
0,10,4,34
1,10,10,25
0,3,6,33
0,3,7,18
1,9,8,25
1,7,12,26
1,10,10,26
0,7,3,18
1,9,8,22
0,11,1,39
0,9,2,28
0,10,5,38
1,11,9,24
0,6,5,49
0,6,9,37
1,13,6,18
0,7,10,36
1,10,13,18
0,10,7,31
0,9,9,32
1,7,13,32
0,10,5,25
0,6,3,24
0,6,9,30
1,7,8,18
0,6,5,34
0,9,4,41
0,2,9,29
0,4,8,31
1,10,10,29
1,9,8,23
1,13,4,18
1,11,11,40
0,13,4,29
1,12,8,26
1,9,10,18
1,9,12,23
1,6,8,21
1,7,10,28
0,6,10,44
0,7,6,43
0,10,7,34
0,9,4,41
1,6,10,26
1,6,14,39
0,9,7,33
0,6,3,30
0,11,6,32
0,2,10,38
1,6,9,18
0,6,6,35
0,4,7,33
0,7,10,39
0,10,5,39
1,11,12,31
0,9,4,30
0,10,9,41
1,10,10,18
0,10,8,38
1,11,11,18
0,6,9,37
0,7,7,48
1,17,9,29
0,8,8,59
0,5,10,30
0,6,4,18
0,7,10,41
1,6,13,29
1,7,10,28
1,8,15,42
0,11,5,35
0,5,7,30
0,6,4,28
1,12,8,18
0,5,11,43
0,5,7,38
0,6,9,30
0,2,3,31
0,8,8,32
0,9,5,50
0,8,3,45
0,9,4,21
0,9,6,40
0,6,10,43
0,9,6,34
0,5,10,38
1,7,10,21
0,6,5,43
1,15,9,27
1,15,11,32
0,7,5,38
1,3,11,20
0,6,7,47
0,10,3,51
0,10,7,36
0,11,7,59
1,11,14,18
1,9,8,27
