lfprt,educ,expr,age
1,13,11,24
0,6,4,29
0,10,5,35
0,11,6,26
0,4,8,21
0,5,11,35
1,7,10,21
1,11,11,33
1,7,9,22
0,7,5,26
0,10,4,26
1,8,10,30
0,6,9,43
0,8,6,33
0,6,3,32
1,9,15,31
1,10,10,35
1,11,7,27
0,4,8,28
0,6,2,35
0,10,-0,25
0,5,10,31
0,3,4,41
1,14,10,18
0,11,8,40
0,11,4,26
0,12,8,35
0,12,6,36
0,6,10,33
0,1,9,36
0,3,5,24
0,5,7,28
0,1,6,29
0,3,8,34
1,9,7,18
0,5,5,28
0,6,8,45
0,3,5,41
1,7,12,18
0,4,5,42
0,7,6,21
1,6,9,21
0,7,7,30
0,11,3,21
0,9,4,34
0,13,5,41
0,7,11,51
0,6,7,30
0,6,4,31
0,3,7,35
0,11,7,29
0,6,7,22
0,7,10,44
1,8,7,18
0,10,4,23
0,5,4,18
0,7,5,38
0,7,3,20
0,6,5,35
0,8,6,23
0,5,9,33
1,10,5,18
0,4,3,37
0,6,4,52
1,9,10,31
1,6,7,18
0,11,3,18
0,1,10,30
0,7,4,18
1,7,10,29
1,5,9,20
0,8,10,38
0,8,5,18
0,8,7,33
0,4,0,50
0,7,7,24
1,6,7,18
1,5,8,18
0,6,6,33
0,8,9,48
0,11,5,24
0,5,6,22
0,9,7,37
0,12,9,39
1,10,11,29
1,7,13,37
0,9,4,42
1,13,12,32
1,8,7,18
0,7,4,42
0,3,10,32
0,6,9,36
0,8,1,24
0,4,9,35
1,6,10,27
0,11,5,29
0,12,5,31
1,11,12,38
0,8,9,61
1,10,12,18
1,15,9,23
0,9,5,28
0,12,7,31
1,11,10,37
1,9,10,21
0,6,6,22
1,7,9,21
1,12,11,23
0,4,7,24
0,9,6,37
0,8,0,21
0,11,7,36
0,10,8,35
0,3,6,25
1,3,12,21
0,6,3,28
1,12,9,20
0,4,8,18
0,8,7,33
0,5,8,34
0,6,5,32
0,4,4,27
0,10,7,32
0,12,2,22
0,6,8,33
0,6,10,34
0,7,5,19
1,9,12,30
0,3,9,35
1,12,6,26
0,11,8,41
0,6,8,33
0,7,3,35
0,11,7,36
0,5,7,18
0,7,10,34
1,11,13,18
0,4,4,26
0,-0,7,25
0,8,7,23
1,8,8,24
0,6,7,35
0,8,5,18
0,10,7,36
0,6,10,30
1,5,8,18
1,7,11,32
0,5,9,25
0,9,6,35
1,12,5,18
0,9,6,28
1,14,9,25
1,9,5,18
0,7,6,36
0,7,5,47
0,8,6,38
1,9,9,27
0,8,8,32
0,6,5,45
0,3,6,36
0,1,6,42
0,7,3,28
0,8,2,41
0,5,7,19
0,7,7,38
0,13,6,32
0,10,6,34
0,6,10,31
0,3,7,28
0,10,5,40
0,7,9,46
0,8,2,56
0,9,-0,48
0,6,10,34
0,11,5,29
0,5,4,21
0,8,4,42
1,10,10,24
1,9,15,21
1,11,5,18
0,5,13,47
0,9,3,35
0,3,11,33
0,8,5,28
0,8,8,36
0,4,4,29
1,9,7,19
0,6,8,38
1,13,6,18
0,12,5,34
1,8,7,18
0,9,7,42
0,8,9,50
1,10,10,21
0,4,5,31
0,11,7,36
1,9,13,42
0,7,5,33
1,8,11,33
1,11,10,26
0,6,2,30
1,12,4,20
1,6,8,18
0,3,1,41
0,5,4,35
0,8,8,30
0,6,5,30
0,3,2,47
0,11,8,34
1,11,11,29
0,4,8,27
0,2,10,28
0,10,8,47
0,6,7,35
1,5,8,18
0,7,6,18
0,5,4,20
0,8,6,28
0,6,8,22
0,5,6,30
0,1,5,31
0,7,2,40
0,11,5,35
1,6,10,26
1,12,10,25
0,1,6,30
0,11,7,44
0,1,8,18
1,9,12,23
0,7,9,28
0,7,5,29
0,6,9,35
0,1,9,47
0,7,7,29
0,10,7,39
0,10,8,37
1,10,11,36
0,6,9,41
