lfprt,educ,expr,age
0,7,6,31
1,10,12,27
0,8,7,28
0,6,5,34
0,8,5,50
1,8,10,26
0,8,10,44
1,6,12,26
0,5,8,39
0,10,10,39
0,6,6,19
1,8,8,22
0,2,6,23
1,8,8,25
1,12,7,28
0,6,5,18
0,7,7,39
0,10,5,28
1,11,10,18
0,8,9,39
1,11,6,25
1,7,7,18
0,4,11,45
0,7,9,45
0,8,6,32
1,8,11,18
0,7,3,31
0,7,2,30
1,9,10,18
0,7,7,42
0,1,7,27
0,7,10,38
0,6,3,33
0,10,7,39
0,6,6,26
0,2,9,19
0,6,11,38
1,8,8,18
1,13,4,20
0,8,4,29
0,8,6,23
1,9,10,29
0,12,8,38
1,14,6,18
0,6,4,28
0,2,7,32
0,7,8,40
0,7,7,24
0,6,6,33
0,2,3,37
0,3,8,41
0,6,6,40
0,4,6,30
1,12,12,43
1,12,13,43
1,12,10,22
0,10,3,34
0,11,7,38
1,12,9,30
0,2,9,44
1,14,10,33
1,7,9,18
0,5,8,38
0,7,7,35
0,8,2,40
0,6,5,24
0,8,10,37
1,3,11,22
0,7,5,26
0,11,4,29
0,6,8,35
1,8,8,18
1,6,9,18
0,5,11,43
0,7,9,28
1,12,11,21
0,7,7,30
0,10,10,37
0,6,7,29
0,7,7,33
0,3,2,19
0,8,5,49
1,12,11,38
1,6,9,18
0,11,8,41
1,7,10,28
1,11,6,18
0,6,3,18
1,10,11,25
0,5,9,35
0,5,3,41
0,7,3,43
0,10,7,43
0,8,4,36
0,6,9,30
1,8,9,24
0,3,4,23
0,7,7,38
1,9,5,18
1,12,6,21
0,7,7,33
0,7,5,20
1,9,16,44
1,9,11,34
1,13,15,26
0,6,4,18
0,13,7,37
0,8,7,28
0,10,5,50
0,7,-0,31
0,7,8,35
0,5,8,21
0,2,9,37
0,9,11,56
1,8,8,18
1,12,12,31
0,8,6,21
0,5,10,36
1,9,9,28
0,12,7,34
0,6,5,26
0,4,8,25
1,8,13,18
0,4,9,52
1,9,11,35
1,5,10,19
0,4,7,27
0,6,2,31
1,8,12,32
0,9,4,38
0,6,5,21
0,2,6,36
0,9,1,18
1,10,13,34
0,10,7,37
0,13,-0,27
0,11,7,43
1,13,8,19
0,1,11,33
0,2,-0,18
0,3,11,26
0,3,11,37
0,10,9,43
1,12,10,19
1,6,13,33
0,8,9,29
0,10,3,46
1,7,9,25
0,6,7,30
0,4,8,18
0,9,6,54
0,9,7,36
0,2,8,30
0,5,3,23
1,9,11,33
0,7,3,44
0,7,9,35
1,9,11,27
0,6,9,37
0,8,5,47
1,6,9,21
0,8,7,39
0,9,5,32
0,8,0,19
0,10,6,29
1,1,11,18
1,10,7,18
0,9,9,34
0,8,5,35
0,6,8,34
0,11,7,33
1,16,9,29
0,9,7,26
0,11,2,40
0,6,12,46
0,2,8,40
0,9,12,52
0,6,12,40
0,8,4,30
0,7,7,30
0,3,7,31
1,8,9,18
0,9,8,34
0,6,9,26
1,9,11,32
0,9,7,30
0,1,9,21
0,6,10,31
0,3,5,47
0,9,8,35
0,9,4,28
0,6,1,36
0,4,9,29
1,12,10,33
0,4,10,26
0,6,11,52
0,11,7,40
0,6,8,34
1,13,6,23
1,6,9,20
0,7,12,36
1,4,10,18
1,10,8,18
1,6,15,22
1,4,13,28
0,4,4,18
1,6,11,27
0,7,7,24
0,10,9,42
0,5,7,29
0,4,6,34
0,9,4,34
0,6,1,45
0,10,10,47
0,7,3,27
1,11,10,35
1,9,7,23
0,6,8,32
0,13,6,37
1,7,11,27
0,7,11,43
0,7,10,39
0,12,7,38
1,7,10,26
0,11,4,24
0,8,11,35
1,13,5,19
0,4,9,24
0,8,4,35
0,12,6,30
0,9,6,34
0,8,5,22
1,9,9,23
0,12,8,43
0,3,7,36
0,8,7,28
0,9,7,28
0,10,10,42
0,11,7,35
0,0,11,41
0,11,9,45
1,8,11,32
0,5,2,18
0,13,6,38
1,9,12,26
1,10,5,18
1,10,9,20
0,3,11,34
0,3,3,18
0,10,9,36
0,10,4,38
0,9,3,25
0,7,9,31
0,9,5,20
0,8,4,32
0,10,6,37
1,7,12,18
0,11,5,37
0,6,10,47
0,4,11,49
0,8,5,33
0,4,6,37
0,6,-0,23
0,9,6,23
0,5,10,38
0,10,8,33
0,6,6,18
0,6,6,40
1,5,11,22
0,4,4,32
0,5,6,34
0,6,6,26
0,4,5,18
0,14,5,39
1,15,5,22
0,5,5,46
0,8,7,25
1,6,9,23
0,4,9,24
0,2,4,23
1,11,6,19
0,8,8,46
0,7,4,27
1,8,8,18
0,3,5,20
0,3,6,45
0,6,6,21
0,10,5,50
0,5,7,23
1,7,8,22
0,6,7,34
0,3,7,24
0,8,3,23
0,10,9,40
0,8,8,36
1,6,8,20
0,7,5,34
0,11,7,37
0,6,5,24
0,7,3,40
0,6,10,40
0,-0,6,26
0,6,7,29
0,9,6,35
0,5,6,44
0,8,6,31
1,9,10,18
1,9,7,18
0,4,9,29
0,4,9,40
1,12,9,36
1,3,11,24
0,9,3,41
0,6,11,43
0,2,2,45
0,11,5,29
1,4,11,18
0,10,5,25
1,12,6,26
0,6,5,43
1,9,11,18
0,9,4,39
0,3,2,28
1,3,11,18
0,8,4,37
0,14,8,46
0,5,6,42
0,6,5,42
0,5,7,22
1,10,10,34
1,1,11,18
1,6,12,27
0,6,10,37
1,7,10,22
0,1,13,30
0,9,5,22
0,6,9,32
1,13,10,29
0,10,6,29
1,10,8,29
0,8,4,27
1,8,10,19
0,10,6,42
0,8,-0,27
1,14,11,28
1,9,10,32
0,9,6,42
0,10,6,38
0,6,2,38
1,6,11,24
1,13,10,31
0,9,7,41
0,6,3,35
0,7,4,37
1,9,12,28
0,7,7,23
1,5,10,18
0,4,10,43
0,8,6,47
0,7,6,29
0,7,8,25
1,13,9,32
0,3,-0,30
0,7,6,25
0,8,8,31
0,8,5,34
0,7,7,40
1,11,11,22
1,9,14,30
0,11,9,39
1,9,7,21
1,10,11,32
0,11,2,33
0,8,8,28
1,8,11,29
0,9,7,32
1,8,9,28
0,6,4,18
0,5,6,32
0,6,9,39
0,5,4,31
0,3,4,27
0,11,5,44
0,9,2,35
0,3,8,35
0,8,5,18
0,7,8,24
0,8,6,32
1,12,12,40
0,4,7,18
0,5,5,28
0,5,9,39
0,12,6,36
1,11,6,23
0,5,4,34
0,7,2,37
0,7,6,18
0,8,10,39
0,10,6,45
0,7,6,33
0,4,5,39
0,9,5,41
0,10,4,43
0,5,11,34
1,8,8,20
0,8,5,37
0,2,6,23
0,6,2,33
0,6,11,47
1,10,7,20
0,7,5,30
1,10,14,43
1,7,10,25
0,1,11,40
0,5,6,25
0,5,7,18
0,7,5,44
0,10,7,34
1,9,10,31
1,2,13,18
0,5,9,36
0,10,7,33
0,4,4,47
0,12,7,35
0,9,9,37
0,4,3,18
0,7,2,32
0,10,4,43
1,6,11,27
0,6,5,19
