lfprt,educ,expr,age
0,6,6,18
1,7,11,25
0,9,5,32
0,6,7,44
0,4,8,43
1,12,5,18
1,14,14,26
1,11,7,23
0,7,7,39
0,6,6,43
0,7,6,29
1,3,11,24
1,9,8,27
0,2,4,30
0,8,6,36
0,10,6,34
1,8,6,18
1,10,12,18
1,6,12,33
0,11,6,27
0,10,-0,18
0,12,7,39
0,6,5,27
0,5,8,42
0,8,4,26
0,8,4,34
0,1,10,34
0,4,10,33
0,11,9,44
0,7,4,33
0,8,8,27
0,9,8,32
0,8,2,41
1,14,11,29
1,6,12,29
0,11,5,31
0,4,7,19
1,12,9,19
0,3,7,23
0,5,3,42
0,11,9,40
1,7,11,20
1,10,8,23
1,5,13,19
0,11,4,21
0,8,5,35
0,6,6,39
0,10,10,42
0,6,13,39
0,8,7,36
0,6,9,35
0,8,7,40
0,8,3,18
0,9,7,48
1,6,15,30
0,5,9,40
0,8,6,42
0,8,12,58
1,6,9,18
1,7,10,18
0,9,2,18
0,9,5,36
0,11,7,44
0,11,12,45
1,6,8,21
0,2,5,43
0,3,7,34
0,5,5,23
0,9,8,33
0,4,8,27
0,9,9,34
0,6,5,35
1,11,11,24
0,5,3,28
1,10,7,25
0,6,5,35
1,9,10,18
0,6,7,37
0,10,7,46
0,6,11,40
1,11,6,22
1,12,9,32
0,3,6,34
0,9,5,33
0,9,7,26
1,7,10,20
0,3,7,25
0,10,6,34
0,1,9,32
0,7,8,24
0,12,3,47
0,8,9,29
1,7,7,19
1,6,11,18
0,5,5,26
1,8,10,26
0,11,4,44
1,15,12,36
0,7,1,50
0,10,6,47
0,7,9,28
1,9,11,31
1,10,10,18
0,3,9,45
1,9,11,26
0,6,7,30
0,9,7,31
0,9,9,34
0,3,3,26
0,5,-0,41
0,5,12,37
0,8,7,48
0,8,9,30
0,9,2,31
0,9,11,41
0,12,3,29
0,7,9,29
1,8,12,29
0,7,12,41
0,8,7,31
0,4,10,37
0,5,7,22
0,9,6,36
0,7,5,28
0,4,1,43
0,12,3,33
0,7,8,32
0,6,3,38
0,5,6,53
0,8,10,46
0,7,8,35
0,8,6,32
0,8,9,37
0,6,2,35
0,5,8,27
0,6,8,31
0,3,2,28
1,2,11,18
0,7,3,41
1,4,10,18
1,12,6,21
0,-0,6,42
0,12,6,40
0,11,6,26
0,7,4,18
0,5,5,18
0,2,5,19
1,9,10,26
0,7,4,18
0,6,8,38
1,12,8,26
0,11,3,29
1,9,12,26
0,1,2,32
0,9,7,30
0,10,3,36
0,4,8,51
0,4,6,18
0,8,6,36
0,2,5,18
0,8,9,50
0,4,6,31
1,10,6,18
1,4,11,23
1,10,11,25
1,4,10,18
0,10,7,45
1,4,9,18
0,2,5,28
0,7,6,18
0,8,4,35
0,11,5,26
0,9,4,42
0,7,4,21
0,5,7,32
1,9,11,24
0,2,6,21
0,4,11,40
0,8,9,48
0,7,8,40
0,10,7,49
0,11,7,34
1,7,18,36
1,13,11,34
