lfprt,educ,expr,age
1,10,12,30
0,2,9,32
1,10,6,19
1,14,8,18
1,10,8,23
1,8,9,28
0,8,3,33
1,9,8,23
0,7,3,32
1,7,8,18
1,8,13,18
0,3,7,19
1,2,11,18
1,6,10,23
0,3,10,27
0,4,8,26
1,8,9,20
0,9,2,45
0,7,5,23
0,9,8,30
0,10,2,41
0,6,11,35
0,5,5,39
0,11,-0,32
0,11,7,32
0,8,3,36
0,2,7,28
0,8,4,35
0,4,7,22
0,7,10,42
0,9,5,34
0,8,5,38
1,9,9,21
1,11,9,20
1,7,8,23
0,3,4,39
1,12,8,29
0,12,5,30
0,7,5,21
1,7,10,20
0,3,3,22
0,7,9,43
0,13,7,52
0,7,9,46
0,4,3,46
0,8,6,24
0,9,6,39
1,10,9,29
1,11,15,35
0,11,6,26
1,11,9,24
0,8,7,33
1,12,9,22
0,8,9,36
0,11,4,48
1,17,10,24
0,7,7,36
0,10,6,25
1,9,18,18
1,9,9,18
0,12,4,32
0,7,4,33
0,8,6,28
1,12,3,18
0,4,11,40
0,10,6,32
0,11,2,44
0,6,8,35
0,8,5,18
1,8,8,20
0,13,6,31
0,8,9,29
0,3,7,32
0,5,9,29
0,8,13,56
0,7,4,31
1,14,8,36
1,12,8,18
0,5,8,34
0,8,8,27
0,8,5,33
0,0,1,26
0,5,3,33
0,6,9,45
0,9,4,24
0,10,2,31
1,6,11,27
1,10,8,18
0,7,7,23
0,11,6,50
1,-0,11,18
0,4,9,35
1,8,14,28
0,5,10,29
1,8,11,27
0,6,2,23
0,7,8,44
0,11,8,60
0,5,6,30
1,4,12,18
0,11,6,29
0,10,10,39
0,6,5,23
1,14,8,19
0,8,6,25
1,8,9,21
0,6,7,38
0,8,4,32
1,9,13,18
0,5,7,21
1,9,12,39
0,9,6,25
0,8,7,48
0,6,8,38
0,8,4,44
1,12,11,35
0,5,6,24
1,11,10,35
0,3,10,38
0,2,9,46
0,6,13,39
1,11,7,18
1,5,8,19
1,14,9,38
0,3,3,23
0,1,9,21
0,3,12,42
0,13,6,32
0,6,8,32
1,7,14,34
1,8,10,25
0,11,10,57
0,6,9,39
0,8,8,39
1,10,15,26
0,4,8,18
0,13,10,44
0,13,8,36
1,10,14,41
1,13,5,22
0,6,6,23
0,11,2,40
1,7,8,18
1,10,10,22
1,5,13,18
0,7,7,33
0,5,9,31
1,6,8,18
0,3,3,26
1,8,14,30
1,5,8,18
0,3,7,18
0,11,11,49
1,8,9,18
0,4,8,36
1,8,11,32
1,8,16,38
0,5,7,33
1,14,5,18
0,6,6,31
0,8,8,36
0,6,8,32
0,7,7,31
1,11,9,31
0,7,8,43
1,8,12,34
0,7,6,29
1,8,8,24
0,7,4,46
0,6,5,21
1,10,8,23
0,11,5,27
0,7,6,18
0,7,6,27
0,5,3,18
0,8,8,46
0,8,10,46
0,10,4,18
0,3,8,33
0,10,8,32
0,11,2,29
1,9,8,18
0,10,5,30
1,6,11,26
1,7,10,26
1,10,6,18
0,8,10,43
0,2,6,24
1,7,12,33
0,6,0,18
0,10,7,40
0,10,6,32
1,10,11,34
0,11,3,47
0,7,4,41
1,13,4,18
0,7,6,38
0,7,9,28
1,7,10,23
0,4,11,38
0,6,10,38
0,4,6,31
0,7,-0,40
0,11,6,48
1,13,8,20
1,9,13,29
1,6,9,19
0,5,7,30
1,11,10,31
0,7,7,56
0,5,5,27
1,10,11,18
1,16,10,34
0,7,6,44
0,5,0,44
1,10,10,30
0,6,6,38
0,6,7,31
0,5,7,31
0,11,7,49
0,5,9,36
0,7,7,25
0,6,7,35
0,2,9,33
0,6,9,32
0,11,1,23
0,8,8,33
0,5,9,24
1,6,8,18
0,8,3,35
0,9,5,23
0,5,6,46
0,2,2,46
0,7,6,34
0,16,4,38
1,12,7,18
0,7,7,36
0,8,6,39
1,4,10,18
0,9,7,27
0,5,7,39
0,14,0,28
0,9,10,46
0,11,6,27
1,11,6,23
0,8,5,44
0,6,6,31
0,11,2,25
0,7,12,46
1,17,14,35
1,4,11,24
0,7,8,51
0,7,7,40
1,12,7,29
0,11,6,32
0,4,7,32
0,6,9,29
1,10,8,27
0,3,1,22
0,6,11,43
0,6,8,50
1,4,14,32
0,7,4,31
0,6,6,29
0,6,4,44
