lfprt,educ,expr,age
0,10,11,39
0,4,5,48
1,6,10,18
1,10,9,30
0,8,7,35
0,7,1,22
0,4,7,36
0,5,3,36
1,10,11,21
0,5,3,46
1,3,12,22
1,15,9,24
1,3,13,28
0,9,9,38
0,5,8,26
1,10,11,18
0,1,2,33
0,12,4,23
0,1,6,18
0,6,4,18
0,5,8,23
1,10,14,32
0,9,8,38
1,11,9,32
0,7,8,35
1,7,14,33
0,7,5,27
0,4,10,45
0,7,3,35
0,10,9,45
1,8,11,19
0,10,6,33
0,9,3,33
1,7,10,18
1,11,8,30
0,6,6,22
1,14,7,19
0,6,7,22
0,7,9,36
0,6,8,24
0,4,11,28
0,6,7,42
0,6,11,34
0,6,9,39
0,9,8,31
1,8,8,18
1,4,13,22
1,3,11,24
0,11,9,36
0,7,6,38
0,6,4,20
0,-0,5,33
1,11,8,18
0,5,4,27
1,6,9,18
0,3,10,44
0,7,6,48
0,14,5,41
0,3,10,32
0,9,4,18
0,7,3,39
1,7,9,18
0,6,5,29
1,5,11,18
0,5,7,26
0,11,8,32
1,11,12,39
0,4,3,43
0,8,8,50
1,13,11,22
1,7,10,18
0,7,4,36
0,8,-0,18
0,8,10,37
0,5,3,53
0,10,2,32
0,6,4,23
0,3,4,32
1,3,9,18
0,9,6,40
0,8,4,28
0,9,8,47
0,6,10,28
0,7,10,31
0,6,9,58
0,6,6,18
0,5,7,18
0,8,7,24
0,4,8,30
0,4,5,35
0,9,10,39
0,11,5,37
0,7,9,30
0,9,8,38
0,8,2,18
0,3,10,29
0,6,9,37
0,3,8,43
0,8,12,45
0,12,4,23
0,9,7,26
0,7,9,39
1,13,3,18
1,11,9,20
1,7,13,32
0,9,7,35
0,6,13,38
0,8,5,40
0,6,12,47
0,8,8,45
0,8,2,23
0,4,4,25
0,10,4,26
0,5,11,30
0,6,8,31
1,10,11,29
0,7,4,35
0,9,6,42
0,8,6,26
1,7,9,18
0,7,4,20
1,9,8,26
0,3,6,18
1,14,7,30
1,8,9,19
1,11,7,18
0,4,10,26
0,10,3,45
0,9,11,40
0,8,4,24
0,7,6,52
1,11,7,25
0,11,9,37
0,12,5,29
0,3,5,18
0,7,9,27
0,7,6,27
0,7,12,40
0,4,7,26
0,10,4,24
1,8,7,18
1,7,13,26
0,7,4,39
0,3,8,46
0,9,10,44
1,10,12,18
1,11,13,29
0,4,9,35
0,6,9,33
1,3,12,24
1,9,8,22
1,8,11,25
1,6,11,18
1,8,9,19
0,7,11,49
1,7,11,20
1,7,10,21
0,7,8,37
0,2,8,35
1,10,9,24
0,9,9,32
0,7,7,33
1,12,10,38
1,8,10,21
1,10,10,26
0,7,10,35
0,6,4,49
1,11,6,22
0,8,11,43
1,4,9,18
0,10,5,33
0,9,8,47
0,8,7,24
1,10,8,28
0,1,3,39
0,7,10,35
0,9,3,27
0,10,8,38
0,9,7,35
0,9,4,42
1,9,12,18
0,3,8,28
0,3,3,24
1,11,8,23
1,9,9,27
1,6,8,18
1,11,9,22
0,4,8,25
0,3,5,18
0,8,8,35
1,9,13,34
0,6,9,33
0,5,7,31
0,8,7,24
0,10,11,46
1,14,8,34
0,3,6,34
1,8,8,24
1,9,10,27
1,9,10,27
0,7,9,28
1,5,13,28
0,4,11,39
0,9,5,40
0,12,8,44
0,11,5,43
0,7,6,22
0,8,7,35
0,10,7,28
1,8,9,18
0,2,4,28
0,5,7,41
0,7,2,36
1,9,9,18
0,9,7,27
0,8,10,42
0,7,9,35
0,13,2,27
0,1,8,29
0,8,6,35
0,4,4,49
0,7,5,18
1,9,10,19
0,7,7,35
1,12,6,18
0,7,11,37
0,5,7,35
0,4,6,54
1,11,15,23
1,10,8,21
0,8,2,20
1,8,9,24
1,8,14,21
0,4,6,27
1,9,9,18
0,5,5,30
0,10,8,32
1,7,12,26
1,12,4,18
0,9,7,26
0,5,2,47
1,14,2,19
1,9,6,21
1,7,13,18
0,3,9,40
0,4,7,32
1,10,11,33
1,10,9,25
0,7,6,37
0,7,6,25
0,6,11,41
0,3,6,18
1,4,12,18
0,7,5,27
1,9,13,27
0,4,8,29
0,8,6,36
0,6,7,28
0,6,8,31
0,5,5,32
0,8,4,50
0,6,8,43
1,7,8,18
1,14,14,21
1,9,12,30
0,6,5,37
0,7,3,38
0,6,9,34
0,8,7,29
0,8,7,36
0,11,5,42
1,6,10,27
0,9,6,29
0,8,11,41
0,7,8,35
0,1,12,28
1,11,9,34
1,14,7,18
0,14,3,26
0,5,5,25
0,8,10,40
0,5,11,40
0,6,3,43
0,11,10,55
0,5,6,18
0,9,8,44
1,8,8,22
1,11,16,27
0,13,9,47
0,13,5,28
0,7,2,38
1,7,9,20
1,9,10,29
0,11,4,45
1,7,12,24
1,8,13,18
1,10,8,18
0,5,3,33
1,7,11,18
1,17,9,37
1,6,10,18
0,7,5,37
0,1,9,21
0,5,7,26
0,3,10,26
1,11,12,18
0,5,11,29
0,5,4,38
0,7,10,35
0,11,6,36
0,5,6,46
0,8,9,33
0,6,3,23
1,6,14,33
0,4,6,29
1,14,7,18
0,8,7,34
1,8,11,27
0,10,7,38
0,5,6,45
0,2,9,28
0,8,6,33
0,8,8,32
1,10,7,18
1,6,18,30
0,7,6,25
0,9,5,32
0,6,7,26
1,10,5,18
1,13,10,24
1,9,16,19
1,10,12,34
0,8,10,37
1,4,13,18
0,12,9,48
0,8,9,30
0,8,3,38
1,8,11,21
1,12,11,41
0,8,7,24
0,5,7,34
0,4,10,49
0,7,2,20
0,6,8,31
0,3,7,18
1,4,11,20
0,12,6,33
0,7,9,30
0,10,2,34
1,11,12,19
1,9,10,20
0,6,8,26
0,6,2,44
0,12,9,38
0,4,10,28
0,6,6,43
1,11,12,40
1,9,12,29
0,10,4,28
1,10,10,19
0,8,9,38
0,12,6,41
0,8,5,35
0,11,4,42
0,5,10,45
0,7,5,47
0,4,11,32
0,5,2,27
0,6,5,18
0,7,6,31
1,13,9,20
1,7,9,18
0,5,10,46
0,10,4,35
1,7,9,18
1,3,11,23
0,8,13,45
0,7,11,42
0,8,5,33
1,18,7,29
0,9,2,18
0,2,6,30
0,9,10,40
0,3,10,41
0,7,8,45
0,13,4,38
0,11,8,39
1,8,8,19
0,13,5,33
0,11,7,35
0,4,12,40
0,10,8,32
0,5,7,23
0,11,4,33
0,8,7,34
0,5,6,41
0,5,6,22
0,3,8,42
0,6,9,29
1,8,10,18
1,5,11,25
0,7,7,43
0,6,10,28
1,10,9,22
0,7,5,32
1,10,11,18
0,3,8,42
0,2,7,42
1,5,9,18
0,7,6,48
0,5,4,35
1,10,11,29
1,8,10,26
0,9,2,18
0,6,8,34
0,2,8,18
1,10,9,22
1,12,7,18
0,11,3,29
0,5,7,31
1,12,7,23
1,7,14,39
0,10,5,37
0,5,8,28
0,8,9,38
0,7,7,50
0,8,5,23
0,10,7,28
1,12,12,19
0,9,1,46
0,10,5,25
0,8,7,35
0,11,6,43
0,6,4,35
0,6,3,50
0,5,9,23
1,7,9,18
1,9,10,31
0,5,7,22
1,9,15,36
1,9,6,18
0,6,9,36
1,9,10,31
0,6,5,32
0,6,6,31
0,3,8,40
0,9,7,40
0,5,8,35
0,7,4,18
0,4,8,48
0,3,6,40
0,4,5,30
1,13,12,29
0,-0,2,37
0,7,6,31
0,12,7,51
1,4,14,33
0,3,10,37
0,9,7,32
0,7,7,26
1,5,9,18
1,13,7,19
1,10,10,22
1,5,13,18
0,6,7,33
0,7,5,25
0,7,8,33
0,9,3,22
1,8,9,20
0,5,8,20
0,9,8,38
0,9,5,48
0,4,3,43
0,5,4,41
1,11,6,18
0,6,6,21
0,13,4,42
1,7,7,18
1,7,9,19
1,6,10,18
0,9,12,47
1,8,9,19
1,7,13,18
0,7,10,46
1,10,9,18
0,9,4,30
0,4,6,18
1,12,8,28
1,8,12,33
0,4,8,20
1,11,12,34
0,6,3,44
0,8,4,28
0,7,5,31
0,8,9,29
0,5,2,21
1,11,11,38
1,7,9,24
0,7,8,24
0,10,9,48
0,7,9,42
0,7,10,45
1,9,14,41
0,8,4,25
0,8,6,21
0,10,3,32
1,9,10,32
1,8,7,22
0,5,4,40
1,9,11,18
0,9,9,32
0,9,4,27
0,7,2,36
1,9,9,28
1,12,6,21
0,2,10,36
0,3,9,19
0,10,7,46
0,8,2,41
1,4,11,26
0,6,6,30
0,8,4,35
1,11,14,27
1,7,11,20
1,7,11,28
0,9,12,44
0,12,4,37
0,7,12,45
1,6,8,18
0,5,9,30
1,10,7,18
1,6,7,18
0,5,6,43
0,10,3,33
1,10,6,22
0,14,7,36
0,7,6,23
0,4,5,27
0,9,6,34
0,4,6,51
0,6,6,18
0,7,6,20
0,10,6,27
0,6,8,29
0,7,6,43
0,14,3,28
0,9,4,49
0,8,8,36
0,8,8,27
1,7,8,18
1,11,7,22
0,9,6,37
0,6,11,34
1,10,6,21
0,8,7,24
1,9,10,20
0,8,10,38
0,6,9,39
0,6,7,26
0,8,9,54
0,8,10,42
1,8,13,29
1,8,9,26
0,3,8,40
1,6,13,34
1,13,14,22
0,5,8,22
0,3,9,35
0,7,4,35
1,4,10,22
0,4,9,24
0,4,6,21
0,6,7,31
0,6,4,25
1,6,11,23
0,7,9,43
0,11,2,23
0,4,6,31
1,15,10,32
1,9,8,27
0,3,6,28
1,10,11,32
0,8,7,52
1,7,16,41
0,11,8,41
0,13,7,38
0,6,6,33
0,7,5,30
0,11,7,29
0,10,11,42
1,15,7,24
1,4,15,27
1,8,13,32
0,1,7,24
0,12,7,39
0,11,7,31
0,6,4,23
0,2,7,43
0,7,4,22
0,7,5,46
0,6,9,34
0,10,6,32
0,2,6,26
1,10,10,20
0,12,8,35
1,11,12,23
0,10,4,38
0,6,10,43
0,2,7,31
1,11,6,18
0,6,10,28
0,2,7,25
0,1,6,42
0,7,8,45
0,-0,7,20
1,9,9,27
0,7,5,28
0,7,1,33
1,4,12,27
0,5,8,45
1,7,8,20
0,9,10,41
0,11,6,42
0,6,7,24
1,7,8,18
0,2,7,26
0,5,7,48
0,12,7,41
0,10,3,18
0,4,7,37
0,10,2,26
0,10,8,38
0,3,8,35
1,8,10,20
0,9,7,29
0,4,7,36
0,10,8,31
1,12,10,24
0,8,8,37
1,10,11,25
0,5,5,27
0,10,4,19
0,6,8,44
0,4,7,22
1,10,7,20
0,4,11,36
0,7,7,33
0,6,9,25
1,5,11,18
0,7,11,42
0,10,8,30
0,5,8,34
0,5,8,33
0,0,11,25
1,12,9,18
0,9,4,37
0,9,6,36
0,5,5,26
0,6,11,37
0,9,6,45
0,10,6,39
0,6,9,43
1,10,10,24
0,9,6,35
0,9,8,38
0,3,6,27
0,9,6,23
0,11,8,36
0,9,4,19
0,7,8,38
0,12,6,41
0,7,5,28
0,8,7,27
0,3,9,23
0,3,4,38
0,9,8,30
0,3,2,26
0,6,12,36
0,6,7,35
0,7,8,38
0,8,6,24
1,8,14,33
1,9,8,26
0,7,9,33
1,6,10,18
0,3,6,30
1,9,12,34
0,11,2,49
1,11,6,18
1,8,12,23
1,15,12,28
0,1,7,23
0,7,11,33
1,12,10,37
0,6,-0,20
1,11,10,25
0,9,8,37
0,6,7,39
0,9,3,34
0,0,6,18
0,9,6,28
0,12,8,37
0,9,7,35
0,6,6,18
1,8,11,28
0,5,8,27
0,5,0,41
1,9,12,25
1,9,13,18
0,5,9,42
0,7,6,20
0,3,8,37
0,7,7,24
0,2,5,34
1,7,12,27
0,6,9,39
0,11,8,42
0,7,8,45
0,2,8,38
0,5,9,29
0,8,5,29
1,5,9,22
0,14,9,47
0,7,4,25
0,4,7,28
0,6,8,32
0,5,5,22
0,8,6,44
0,6,4,18
0,6,3,25
0,5,5,36
1,8,9,25
0,13,10,44
0,12,7,35
1,2,10,18
0,11,3,25
1,13,9,24
0,9,6,33
1,5,10,22
0,8,8,28
0,7,5,39
1,10,5,18
0,10,4,35
0,10,6,38
1,9,10,28
1,11,9,34
0,7,8,29
0,6,10,38
0,7,7,22
0,9,11,37
0,8,7,27
0,13,10,65
0,9,8,29
0,9,6,31
1,8,12,20
1,10,7,18
0,7,4,32
0,10,4,18
1,8,8,24
0,6,13,50
0,8,8,35
0,11,5,29
0,4,3,37
1,11,10,23
0,6,7,29
1,11,8,27
1,9,8,25
0,7,4,33
0,1,5,18
1,9,8,18
0,9,5,19
0,9,3,53
1,8,7,18
0,6,7,28
0,9,7,33
0,4,8,30
0,8,9,39
0,4,9,30
1,7,12,24
0,7,5,22
0,5,5,28
0,9,9,42
1,13,10,40
1,11,9,34
1,7,10,23
0,-0,11,39
1,7,11,30
0,8,4,41
0,6,2,35
0,8,5,44
0,3,6,25
0,5,7,43
0,6,6,38
0,12,8,36
0,8,6,44
0,11,7,40
0,8,7,34
0,4,6,31
0,6,11,31
1,6,11,23
0,4,6,27
0,12,4,29
0,12,2,37
1,9,9,21
0,6,4,20
0,7,6,18
0,11,3,32
1,9,7,22
0,11,8,33
1,4,12,22
1,3,12,21
0,7,5,24
0,4,6,39
1,13,16,40
0,9,11,38
0,11,6,37
0,8,4,35
1,4,11,23
1,13,7,20
0,6,9,29
0,4,9,25
0,2,1,29
1,9,10,26
1,6,13,25
0,2,9,18
1,7,10,27
0,4,9,28
1,15,8,28
0,4,10,32
1,8,8,23
1,9,7,18
0,7,5,22
0,7,7,32
0,10,3,29
1,11,9,24
1,6,15,37
0,8,8,34
0,8,5,30
1,11,8,27
0,5,10,51
1,7,10,18
0,6,8,29
0,11,8,37
0,2,11,24
0,9,3,27
1,8,11,18
0,2,11,26
0,12,4,38
0,0,6,45
0,13,5,53
0,4,7,42
0,5,4,18
0,8,7,49
1,14,12,29
1,9,6,18
0,10,7,30
1,12,9,26
0,2,3,48
0,3,7,32
0,7,8,41
0,5,5,37
1,7,10,28
0,5,5,29
0,12,8,34
0,8,5,28
1,5,8,18
1,8,8,18
0,7,8,26
0,6,7,43
0,1,12,30
1,6,10,22
0,8,4,26
0,5,6,18
0,7,3,42
1,10,10,18
0,7,12,41
1,8,12,31
0,6,7,45
0,10,3,39
1,8,13,26
0,10,3,55
1,11,8,18
0,1,7,36
0,6,6,37
0,8,9,49
0,7,5,22
1,8,9,18
1,9,11,18
1,12,10,31
0,7,9,50
0,8,6,27
1,8,7,18
0,8,4,27
0,10,11,43
0,7,7,29
0,3,3,30
0,9,9,32
0,5,4,44
0,8,8,53
0,7,11,40
0,3,4,30
0,16,-0,53
0,8,9,40
0,5,5,26
0,7,1,44
0,2,4,34
1,9,8,20
0,10,5,34
0,11,7,32
0,3,4,59
1,8,10,27
0,11,5,36
1,7,15,32
0,8,8,48
0,6,9,29
0,6,5,26
0,4,6,39
0,6,2,32
1,11,9,26
0,4,7,29
0,3,8,42
0,8,7,29
0,10,5,26
1,4,9,18
0,8,5,47
0,7,10,33
0,10,3,45
0,10,6,26
1,10,9,25
0,4,7,24
0,5,6,20
1,7,10,26
0,2,9,41
1,16,6,20
0,7,12,40
0,5,5,18
0,4,12,35
0,8,5,28
0,6,8,41
0,2,11,37
0,2,11,36
1,7,10,19
0,2,9,30
0,7,7,40
0,5,9,26
0,5,9,33
1,10,8,18
0,4,5,18
0,0,7,38
1,9,12,32
0,8,7,40
0,2,10,27
0,9,2,37
0,6,7,40
0,5,6,44
1,8,14,28
0,5,3,18
0,6,8,45
0,1,8,34
0,4,5,24
0,-0,4,34
1,6,9,24
0,7,8,27
0,6,5,42
1,9,8,25
0,6,6,29
0,0,7,18
0,7,8,38
0,8,3,41
0,7,6,22
1,4,13,21
0,13,5,38
1,6,11,25
0,7,4,45
1,5,10,19
0,10,7,29
1,8,10,27
0,5,6,34
0,10,2,43
0,1,9,28
0,3,5,20
0,4,12,32
0,8,8,31
0,6,5,48
0,2,10,46
0,7,7,27
1,15,9,21
1,14,11,32
0,9,3,19
0,8,6,51
0,6,7,38
0,5,7,19
0,7,7,48
0,10,5,33
0,9,5,41
0,8,3,33
0,6,8,22
0,10,4,18
0,5,4,18
0,10,5,25
