lfprt,educ,expr,age
0,8,6,30
1,6,10,19
0,1,5,20
0,6,13,47
0,5,3,33
1,12,5,23
0,5,8,37
0,5,11,50
0,8,7,24
1,10,12,34
0,5,10,30
0,8,5,22
1,14,6,18
0,9,7,45
0,5,7,24
0,3,6,30
1,12,11,26
0,7,3,18
0,10,2,26
1,9,10,18
1,7,11,23
1,11,8,18
0,7,4,39
1,13,9,18
0,5,4,30
1,11,7,18
0,3,5,28
0,6,2,42
1,9,10,33
0,3,12,29
0,4,7,27
0,9,9,39
1,5,13,25
1,13,10,18
1,5,8,18
1,11,14,27
0,11,9,47
1,7,10,27
0,5,6,43
0,7,8,37
0,7,6,46
0,9,5,23
0,6,7,36
1,6,10,23
1,7,8,23
1,7,9,21
0,9,8,43
0,8,7,41
0,10,3,18
1,10,11,24
1,9,9,21
1,8,9,26
1,11,11,20
0,10,1,27
0,3,4,41
0,11,9,37
0,9,11,39
0,4,7,35
0,1,10,31
0,8,6,28
0,4,5,41
0,8,5,34
0,11,0,50
0,6,8,31
0,6,7,34
0,4,9,36
1,10,9,32
0,7,8,42
0,10,6,34
1,9,11,32
1,5,11,18
0,9,5,47
0,3,3,36
1,9,9,30
0,6,5,33
1,14,6,28
0,7,8,43
0,7,8,39
0,6,4,26
0,11,9,41
0,3,5,27
0,7,1,34
0,8,7,38
0,7,8,51
0,4,7,21
1,13,8,25
0,6,1,29
0,8,4,29
0,3,6,46
1,9,5,18
0,6,8,29
1,10,11,21
1,8,7,18
0,7,8,38
0,9,8,32
0,6,4,42
0,9,7,28
0,10,8,44
0,11,4,24
1,9,12,29
0,4,4,22
1,3,12,20
1,11,10,31
0,9,13,45
1,8,9,25
0,5,10,38
1,12,9,18
1,15,9,32
0,6,3,39
0,7,10,34
0,6,6,26
0,7,7,29
0,1,9,18
0,7,5,21
0,10,7,35
0,8,6,21
0,8,5,27
0,7,5,30
1,9,10,32
0,1,2,39
0,7,-0,18
0,7,4,18
1,11,9,18
0,3,4,33
0,5,5,18
0,9,7,26
1,10,10,30
0,7,9,33
0,10,7,43
1,5,14,18
0,8,7,27
1,10,15,37
1,7,10,18
0,10,5,25
0,9,5,41
0,8,4,32
0,10,5,38
0,7,4,50
0,6,11,42
0,4,7,42
0,12,10,43
0,3,9,32
1,11,8,25
0,3,10,32
0,5,8,30
1,8,10,22
1,5,12,31
0,11,1,20
0,5,5,47
1,10,10,18
0,8,8,35
0,1,6,30
0,4,7,31
0,11,6,30
0,4,9,41
0,5,8,41
0,6,8,31
1,8,7,18
0,6,10,36
1,6,11,19
1,7,8,19
0,11,4,31
1,11,8,28
0,11,10,43
0,5,4,23
1,12,8,24
0,5,5,38
0,9,8,36
0,9,4,35
0,6,8,33
0,12,3,32
0,2,7,47
0,5,8,27
1,12,11,28
0,9,4,35
0,4,3,19
0,5,3,18
1,11,11,18
1,11,9,33
0,9,8,34
0,10,8,40
0,8,5,27
0,5,4,32
1,8,8,20
1,10,6,18
1,10,5,19
1,11,13,24
1,8,15,44
0,6,2,28
1,6,11,18
1,13,5,26
0,7,5,38
1,7,10,29
0,6,6,36
1,7,10,26
0,6,4,32
1,13,5,25
0,10,8,42
0,6,10,32
0,7,7,34
0,10,5,33
0,6,9,41
1,9,7,18
0,11,7,33
0,7,11,40
1,11,10,34
0,8,10,32
0,7,-0,42
0,5,10,44
0,6,8,27
1,12,9,33
0,6,7,42
0,7,6,46
0,6,1,49
0,7,8,38
1,10,10,35
1,14,6,31
1,11,13,24
0,3,-0,28
0,11,6,37
1,11,8,23
0,11,3,22
0,9,9,44
0,10,6,28
1,8,16,33
0,1,7,21
0,7,6,43
0,11,5,29
0,6,4,27
0,3,6,25
0,9,6,31
0,5,7,43
0,7,4,26
0,7,11,39
0,4,9,31
0,8,8,39
1,9,13,21
0,7,6,34
0,6,7,39
0,9,5,31
1,10,9,31
0,2,14,33
1,9,11,30
0,10,6,24
0,5,6,37
0,7,8,38
1,14,11,31
0,9,5,32
1,11,7,24
0,6,7,48
1,5,8,18
0,12,7,44
0,8,4,27
1,10,9,18
1,11,12,30
0,8,3,35
0,4,11,40
0,7,5,23
0,4,9,36
0,9,10,42
0,4,10,38
1,12,12,26
0,7,9,28
0,6,9,37
1,10,11,29
0,8,8,31
0,9,4,18
0,3,9,37
0,7,3,42
0,5,4,41
0,6,7,25
0,5,11,32
0,3,11,30
0,8,2,18
1,14,14,18
0,10,8,37
0,6,7,35
1,3,11,24
0,13,10,49
0,5,13,45
0,8,6,30
0,4,11,36
0,4,8,34
0,6,8,24
0,8,-0,34
1,14,10,34
0,4,12,33
0,9,11,40
0,9,10,38
1,8,11,26
0,1,1,43
0,7,7,32
1,10,13,32
1,3,12,21
0,5,7,28
0,10,11,42
1,13,4,22
0,-0,6,31
0,5,8,28
1,7,12,34
0,10,2,24
0,10,7,29
1,9,11,28
0,5,4,32
0,8,3,27
1,10,11,21
0,10,4,40
1,11,13,29
0,9,7,34
0,10,9,40
0,7,8,29
1,8,12,26
0,7,8,24
0,4,6,49
0,6,11,40
0,7,10,49
0,2,8,45
0,2,8,18
0,11,1,18
1,10,9,26
1,11,5,18
1,13,9,28
0,11,4,33
0,8,3,37
0,9,7,38
0,5,5,24
0,8,4,18
0,7,5,27
1,11,10,18
0,6,4,32
1,7,11,25
1,11,9,24
0,9,0,20
0,8,-0,27
0,2,8,23
0,2,7,20
1,8,13,34
1,17,7,30
0,7,6,41
0,8,8,26
0,7,8,35
0,4,12,30
0,6,7,37
0,5,7,40
1,10,5,20
0,9,4,18
1,13,6,18
0,11,8,50
0,8,4,44
0,2,10,33
0,11,-0,38
1,17,10,26
1,7,8,20
0,8,10,40
0,9,2,45
0,5,6,26
0,11,9,37
0,10,4,42
0,10,6,27
0,8,6,22
0,4,3,41
0,11,5,23
0,12,-0,47
0,9,1,34
0,5,5,29
0,6,6,27
1,5,10,22
0,5,9,42
0,6,8,32
1,13,6,29
1,15,14,54
0,4,7,36
0,5,11,29
0,7,5,18
0,10,6,53
0,9,10,40
1,9,11,26
0,4,7,24
1,6,10,21
1,10,8,18
0,11,6,30
0,8,5,18
0,4,9,42
1,11,6,25
0,6,8,34
0,5,9,41
0,9,8,38
1,7,8,18
1,8,6,18
0,3,8,53
0,4,10,30
