lfprt,educ,expr,age
0,5,5,50
1,5,13,31
0,9,-0,32
0,7,8,34
1,6,10,27
1,9,13,37
0,7,10,38
0,6,6,40
0,9,7,45
0,7,7,46
0,6,5,43
1,4,10,22
0,4,3,22
0,7,2,21
0,8,6,40
0,7,7,32
0,10,3,26
0,3,8,22
1,13,8,35
0,5,7,23
1,8,13,37
1,14,9,32
0,5,9,23
1,14,6,30
0,12,8,35
1,13,9,29
1,7,12,28
0,9,4,32
0,5,4,28
1,7,7,19
0,7,9,44
0,15,10,52
0,10,3,28
0,11,9,46
1,9,9,18
1,13,7,29
0,0,7,19
0,6,9,40
0,8,7,26
0,3,8,28
0,2,9,25
1,10,9,18
0,9,5,20
1,11,7,27
0,5,9,42
0,3,2,32
0,5,4,36
0,0,8,18
0,8,8,32
1,6,12,33
0,8,6,23
0,4,4,35
1,9,10,28
0,8,6,26
1,4,15,22
0,10,7,43
0,8,5,27
0,8,7,42
0,5,3,31
0,3,4,31
0,9,5,40
0,8,5,18
0,7,5,22
0,8,8,26
1,11,8,23
0,-0,6,41
0,6,11,46
1,10,10,19
0,5,4,28
0,10,7,31
1,11,9,22
0,5,7,50
1,7,9,18
1,4,13,18
1,7,10,18
0,8,11,36
0,9,5,33
0,3,10,46
0,9,8,30
0,5,5,39
0,8,5,31
0,7,7,37
1,10,15,18
1,6,11,23
0,5,6,30
0,10,3,30
0,9,4,22
1,5,8,18
0,2,12,41
0,6,8,25
0,6,9,36
0,5,3,18
1,6,7,18
1,12,8,28
1,11,10,21
0,10,1,18
0,6,11,44
0,7,8,26
0,5,8,47
1,8,10,18
0,5,8,20
0,3,10,28
1,4,9,18
0,4,7,18
1,10,11,25
0,-0,9,39
0,8,7,33
0,11,5,38
1,6,11,20
0,5,5,20
1,6,8,18
0,11,7,38
0,9,9,31
1,10,11,28
1,3,12,22
0,8,3,41
0,7,6,40
0,11,7,32
0,8,8,28
1,11,5,18
0,11,8,49
0,5,10,37
0,6,5,23
0,10,7,40
1,10,7,18
1,15,13,36
0,10,4,32
0,9,9,43
0,6,10,33
0,1,7,26
0,7,8,38
0,8,6,28
0,9,4,43
0,4,8,58
0,8,8,37
0,9,4,33
1,7,9,26
1,8,8,19
0,5,6,29
1,12,9,36
0,9,3,36
0,6,9,26
1,7,11,18
0,2,6,30
0,9,6,22
0,5,6,55
1,11,8,18
1,8,7,18
0,4,8,18
0,5,7,43
0,5,6,18
0,11,1,27
0,6,6,27
0,2,9,34
0,4,2,38
0,7,8,34
0,4,8,31
0,7,6,43
0,8,2,39
1,13,10,29
0,7,13,52
1,9,13,21
0,12,4,43
0,2,7,18
0,6,3,46
0,9,7,36
1,9,11,25
0,6,9,35
0,9,10,36
1,7,9,18
0,10,7,37
0,9,7,27
0,10,6,37
0,5,6,18
0,6,5,28
1,6,12,18
0,8,11,37
0,7,6,22
0,4,1,18
1,13,8,28
1,11,11,27
0,4,5,39
1,11,12,30
1,9,13,23
1,8,10,31
0,8,12,42
0,8,7,52
1,15,9,18
1,10,12,30
0,9,8,35
0,11,2,20
0,11,5,30
0,9,4,21
0,10,6,33
0,12,8,42
0,11,9,42
1,10,11,29
0,7,10,34
0,7,8,29
0,6,7,31
1,8,11,32
0,4,10,43
1,15,7,18
0,5,10,34
0,5,9,35
0,8,6,31
1,7,14,24
1,10,6,20
0,10,6,31
1,11,7,26
1,10,9,30
0,10,6,39
0,2,6,26
0,9,7,34
0,4,8,28
1,8,10,26
0,6,6,33
1,13,7,32
0,2,6,27
0,7,8,33
0,10,8,37
0,7,5,30
0,4,10,49
0,6,2,26
1,11,8,18
0,2,9,32
0,9,12,45
1,10,9,26
0,4,10,25
0,11,8,33
1,3,14,18
0,6,8,51
0,12,5,34
1,10,10,29
0,9,2,31
1,8,9,27
1,8,8,18
0,4,4,36
1,14,8,21
0,10,10,36
0,9,4,36
0,6,8,23
0,10,9,46
0,3,7,25
1,8,9,22
1,10,8,25
0,4,5,27
0,8,9,31
0,7,10,36
0,7,4,25
0,10,5,40
0,6,2,33
0,3,6,26
0,11,3,40
1,10,11,25
0,9,7,28
0,6,7,32
0,5,11,31
0,6,7,28
0,8,4,41
0,6,4,35
1,10,8,22
0,8,8,44
0,7,8,47
0,7,7,36
1,10,8,19
0,5,3,18
0,8,7,24
0,7,10,49
0,7,4,18
0,-0,10,34
1,7,7,18
0,10,8,43
0,10,8,49
0,12,8,51
0,3,8,36
1,12,7,21
0,9,6,32
0,7,10,39
1,5,11,18
0,4,5,35
0,11,2,41
0,6,7,45
1,8,10,18
0,6,11,40
0,8,5,39
0,10,6,34
0,9,9,34
1,9,10,18
0,12,7,37
1,9,9,28
0,12,8,39
0,6,6,33
1,11,8,26
0,3,8,32
1,11,15,18
0,5,7,38
0,11,5,35
0,6,3,31
0,5,9,42
0,3,9,47
0,13,5,35
0,5,8,20
1,11,8,30
0,7,3,22
1,4,14,31
0,7,9,35
0,10,2,44
0,8,5,20
0,9,6,37
1,9,9,25
0,11,8,36
0,10,5,29
0,10,4,24
1,12,11,40
0,5,4,39
1,9,7,24
1,7,9,18
0,9,11,45
0,5,9,32
0,7,10,31
1,8,11,22
