lfprt,educ,expr,age
0,9,7,41
0,10,7,44
1,7,10,27
0,9,4,37
1,9,9,26
0,7,5,39
0,12,9,38
1,4,12,23
0,5,7,35
1,11,10,35
0,11,5,24
0,8,3,27
0,10,8,34
0,7,4,35
0,10,5,43
1,8,10,28
0,5,3,45
0,7,0,33
0,8,8,26
1,8,10,31
1,12,10,39
0,6,4,38
1,11,4,18
0,9,10,34
0,6,11,53
1,9,14,18
0,12,5,34
0,5,11,30
1,7,9,25
1,8,9,22
0,7,5,27
0,8,12,41
0,7,9,37
0,8,10,44
1,10,10,28
0,9,5,47
0,3,12,39
0,8,10,44
0,8,11,45
1,12,7,19
0,8,5,24
1,10,14,41
0,8,6,43
0,8,3,27
0,7,3,32
0,5,5,36
1,12,8,28
1,11,4,18
0,2,10,30
0,7,11,33
0,7,11,33
0,4,7,29
0,9,6,27
1,8,13,27
0,6,5,31
0,1,8,39
0,10,4,21
0,5,9,37
0,8,8,46
1,11,10,30
0,7,5,42
0,7,4,29
0,5,0,33
1,8,11,33
0,11,8,38
0,8,7,34
0,8,8,37
1,6,8,21
0,11,0,18
0,7,4,26
0,5,7,32
0,4,8,35
0,4,4,37
0,8,14,61
1,4,9,20
0,11,6,33
0,10,8,30
1,6,10,18
1,8,10,26
0,3,5,20
1,6,9,24
0,9,7,35
0,7,1,27
1,8,7,18
0,5,7,30
0,8,3,18
1,11,8,18
0,4,7,28
0,2,6,27
0,9,4,32
0,8,1,31
1,7,10,28
1,12,9,22
0,5,10,27
0,8,5,18
0,4,4,31
0,13,6,34
0,7,2,41
0,9,0,41
1,12,7,24
0,7,5,23
1,7,13,18
0,2,9,26
0,8,3,43
1,6,9,22
0,5,6,38
0,4,16,44
0,12,8,35
1,9,13,26
0,6,10,31
0,5,3,36
0,8,7,41
0,6,4,35
1,6,9,19
0,2,3,39
1,7,7,18
1,11,9,32
0,5,15,42
1,15,10,22
0,6,8,42
0,3,8,42
0,12,6,38
0,6,7,22
1,9,8,22
0,2,-0,39
0,10,5,48
0,4,11,42
0,10,7,38
1,13,13,31
1,7,11,20
0,5,10,33
0,8,13,43
0,6,9,25
0,6,9,34
0,9,8,29
1,9,15,29
1,11,12,34
0,6,5,18
1,9,10,19
0,8,9,45
1,13,7,29
1,6,15,18
1,14,5,22
0,9,8,37
1,5,10,24
0,9,5,51
1,9,6,18
0,6,8,32
1,15,13,24
0,8,6,39
0,3,7,33
0,6,4,24
1,8,9,21
0,6,1,28
0,10,8,32
0,5,3,27
0,9,7,33
0,7,5,29
0,1,11,40
0,7,2,33
0,5,7,31
0,5,10,41
1,13,12,30
1,8,7,18
1,10,8,24
0,5,6,26
1,9,9,26
1,12,14,27
0,5,5,30
0,9,7,34
0,10,4,34
0,7,6,21
0,6,5,36
0,10,3,30
1,9,10,26
0,11,6,39
0,6,4,25
0,4,2,35
0,7,5,18
0,7,6,39
0,5,6,38
0,5,7,31
0,7,6,46
1,12,4,20
1,4,14,19
1,7,13,21
1,7,10,18
0,4,4,46
0,4,8,20
0,7,7,30
1,11,8,18
1,10,8,26
1,7,9,18
0,10,8,55
0,10,10,49
0,3,2,43
0,5,8,32
0,9,0,34
0,12,1,18
1,11,9,28
1,14,8,35
0,3,5,28
1,9,12,32
0,5,8,20
1,6,7,18
0,14,10,45
1,7,12,34
0,5,3,37
0,8,9,33
0,6,3,56
0,6,6,32
0,8,8,50
1,8,10,31
0,4,4,28
0,14,2,35
0,13,11,56
0,7,9,37
1,8,11,18
0,4,11,28
0,5,10,51
0,7,4,30
1,10,10,34
0,10,9,45
0,3,7,33
0,2,6,36
0,9,5,36
0,11,8,38
0,6,8,25
1,9,14,45
0,12,5,36
0,5,4,61
1,10,10,28
0,8,7,37
0,5,6,22
0,9,10,40
1,9,8,18
0,6,9,44
0,11,4,38
0,7,7,31
0,5,8,32
0,6,5,18
1,12,6,22
1,9,9,18
1,7,10,18
0,13,5,42
0,5,10,28
0,7,5,42
0,3,1,40
0,5,4,18
0,5,7,25
0,1,7,51
0,9,6,29
0,7,5,33
0,9,6,34
0,4,4,32
0,2,8,32
0,6,9,25
0,11,6,27
0,6,9,36
1,11,7,20
1,13,10,36
1,8,9,26
1,12,7,29
0,8,5,33
0,8,4,41
0,11,5,46
0,8,5,22
1,6,9,18
0,5,13,40
0,13,2,32
1,12,12,34
0,4,7,45
1,7,10,22
0,9,4,25
0,7,5,37
0,-0,8,18
